GeneID	interaction.pvals	tissue.treatment.specificity	Betweenness.Centrality	Connectivity	Transitivity	Eigenvector	PageRank
AT1G03800	0	0	0	0.000201572263656521	0	0.00758809750242724	8.07904096042012e-18
AT1G03840	0.0746129273320256	0	0.0053858733079001	0.00221729490022173	0.0727272727272727	0.0792571423037876	0.00268682787408379
AT1G03890	0.0540334415572178	0	0.000568071227650576	0.000403144527313042	0	0.00291126059767504	0.0121375473968973
AT1G03940	0	0	0	0.000201572263656521	0	2.20506545340493e-05	0.00183192809596622
AT1G03980	0.06495736678276	0	0	0.000201572263656521	0	0.00375005503396089	0.00515862653206646
AT1G04000	0	0	0	0.000201572263656521	0	4.26950399724582e-05	0.00183192809596622
AT1G04010	0	0	0	0.000201572263656521	0	4.03018760108597e-06	0.00310018600855822
AT1G04100	0.0238025793304569	0	0	0.000201572263656521	0	0.00543503065964152	8.07904096042012e-18
AT1G04150	0.0596506144598601	0	0	0.000201572263656521	0	1.17839212561164e-05	0.00191916276720271
AT1G04210	0	0	0	0.000201572263656521	0	6.24520416478595e-06	0.00175227904831552
AT1G04240	0.045657642447057	0.300761761001923	3.34371556293325e-05	0.000604716790969563	0	0.0278139957462699	0.0123002426498447
AT1G04250	0.03935907896825	0	0	0.000201572263656521	0	0.00543822661499426	8.07904096042012e-18
AT1G04500	0	0	3.87043517005608e-09	0.000403144527313042	0	1.22572789805774e-05	0.00383832553440541
AT1G04550	0.0258911782715078	0.631292528793297	2.29838187831841e-06	0.000403144527313042	0	0.0208620190869553	8.07904096042012e-18
AT1G04555	0	0	0	0.000201572263656521	0	5.5620099953686e-05	0.00175227904831552
AT1G04710	0.0514954805919407	0	0	0.000201572263656521	0	0.000196896588263866	0.000982985807591637
AT1G04790	0.0209700342774529	0.255638464565777	0	0.000201572263656521	0	3.93206235184438e-06	0.00212117990059247
AT1G04840	0.0264236577055838	0	0	0.000201572263656521	0	0.00107303069623805	0.00287874415080406
AT1G04870	0.0215769799117796	0	0	0.000201572263656521	0	4.02429365092772e-05	0.000982985807591637
AT1G04880	0.251340286701983	0.152546866420396	0.00623290601930086	0.0086676073372304	0.110741971207087	0.432230653627704	8.07904096042012e-18
AT1G04900	0	0	0	0.000201572263656521	0	5.14705954361746e-05	0.00251890113195356
AT1G05020	0	0.10720635439614	2.43837415713533e-08	0.000806289054626083	0	0.000215280283651687	0.00806048362225137
AT1G05030	0.021606543212524	0	0	0.000201572263656521	0	4.02429365092796e-05	0.000982985807591637
AT1G05055	0	0	0	0.000201572263656521	0	1.05617421837497e-05	0.00183192809596622
AT1G05100	0	0	0	0.000201572263656521	0	6.08721865279556e-06	0.00183192809596622
AT1G05150	0.0358763806094214	0	0	0.000201572263656521	0	3.28710087092363e-05	0.0013434139370419
AT1G05230	0.144429787205081	0	0.000256260213013154	0.000604716790969563	0	0.0227344084607887	8.07904096042012e-18
AT1G05260	0	0	3.87043517005608e-09	0.000403144527313042	0	1.22572789805763e-05	0.00383832553440541
AT1G05280	0.101370803777172	0	0	0.000201572263656521	0	4.02429365092781e-05	0.000982985807591637
AT1G05310	0.0249487755864304	0	0	0.000201572263656521	0	0.000534049051664131	0.00186678151535415
AT1G05360	0.0571965612244134	0	0.000529984370550151	0.000403144527313042	0	1.94649475781352e-05	0.00384704900152906
AT1G05470	0	0.511489226500814	0	0.000201572263656521	0	1.7320100743256e-05	0.00212117990059247
AT1G05490	0	0	0	0.000201572263656521	0	0.0003328005879354	0.00191916276720271
AT1G05580	0	0	0.00051590976063545	0.000403144527313042	0	2.092930994383e-05	0.00281491390355785
AT1G05670	0.0263229927534909	0.0265765591774511	0	0.000201572263656521	0	0.00109756408764081	0.00409138456670494
AT1G05680	0.0438150137587863	0	0	0.000201572263656521	0	0.000361159647193252	0.00108925454354749
AT1G05710	0	0	0	0.000201572263656521	0	0	0.00223902322840317
AT1G05770	0.0284727362174432	0.377724064549799	8.32285335641046e-06	0.000403144527313042	0	0.0284039017912765	0.0719898435794874
AT1G05805	0.0953918139539268	0	3.55113009102e-05	0.000604716790969563	0	0.0311124243675262	8.07904096042012e-18
AT1G05930	0	0	0	0.000201572263656521	0	0.00396374629848384	0.00978208419253825
AT1G05950	0	0	0	0.000201572263656521	0	1.2442130496881e-05	0.00175227904831552
AT1G06000	0	0	0	0.000201572263656521	0	7.12403166646637e-06	0.00201512090556285
AT1G06070	0.380706417164228	0	0.0119725073655227	0.0086676073372304	0.097452934662237	0.371207954301182	0.156145088459059
AT1G06150	0.0233844002467812	0	1.73458802991947e-07	0.000403144527313042	0	0.0179845903327188	0.0259190198275624
AT1G06160	0	0	3.6945062986899e-09	0.000403144527313042	0	9.73796809932325e-05	0.00366385619193245
AT1G06180	0.099581714211961	0	1.64261087723129e-06	0.000403144527313042	0	0.0031564658422833	0.00582510338931162
AT1G06320	0	0	0	0.000201572263656521	0	1.15627505008456e-05	0.00212117990059247
AT1G06410	0.0197392062917746	0	0	0.000201572263656521	0	1.50866190147056e-06	0.00212117990059247
AT1G06440	0.0939561793288638	0	0	0.000201572263656521	0	0.000532095312959657	0.00260251910471284
AT1G06475	0	0	0	0.000201572263656521	0	4.024293650928e-05	0.000982985807591637
AT1G06520	0.0481742608651537	0.236211913632488	0	0.000201572263656521	0	0.00845750453282992	0.00562132810231762
AT1G06580	0.0765623912456764	0	0.0034494455457896	0.000604716790969563	0	0.0113184224763943	0.0236243658354451
AT1G06620	0.0368612550549394	0.48589061753143	0	0.000201572263656521	0	4.0242936509277e-05	0.000982985807591637
AT1G06740	0	0	0	0.000201572263656521	0	5.99863952914426e-06	0.00212117990059247
AT1G06770	0.0231953039696812	0	0	0.000201572263656521	0	0.000973364389825491	0.00162099415505298
AT1G06840	0.0345952093499503	0	0	0.000201572263656521	0	0.000973364389825493	0.00162099415505298
AT1G06900	0.0319910270338528	0	0	0.000201572263656521	0	2.65845260325016e-05	0.00183192809596622
AT1G07010	0	0	4.06395692855889e-09	0.000403144527313042	0	1.16854585785223e-05	0.00403024181112569
AT1G07030	0	0	0	0.000201572263656521	0	2.35024373665685e-08	0.00237073047713276
AT1G07051	0.181244294818558	0	0.0050928009683825	0.00362830074581738	0	0.00108485554731853	8.07904096042012e-18
AT1G07175	0	0	0	0.000201572263656521	0	0.00863636715548978	0.00473820151249887
AT1G07180	0	0	0	0.000201572263656521	0	1.86200139435978e-06	0.00191916276720271
AT1G07270	0	0	0	0.000201572263656521	0	7.62569125515593e-05	0.00201512090556285
AT1G07330	0.0245851989646104	0	0	0.000201572263656521	0	4.39112502340763e-08	0.00223902322840317
AT1G07340	0	0	0	0.000201572263656521	0	3.20858025920923e-05	0.00175227904831552
AT1G07520	0.0416395776697862	0	0	0.000201572263656521	0	1.88230193953997e-07	0.00237073047713276
AT1G07620	0	0	0	0.000201572263656521	0	7.27799284897111e-05	0.00122128539731082
AT1G07640	0.145572159606676	0.826880320538001	0.00108968113992645	0.00302358395484781	0.0761904761904762	0.140546898515415	8.07904096042012e-18
AT1G07650	0.0875615789402267	0	0	0.000201572263656521	0	0.000170488951672333	0.00268682787408379
AT1G07728	0	0	0	0.000201572263656521	0	6.30409076630316e-05	0.00237073047713276
AT1G07810	0	0	3.69713930590852e-06	0.00141100584559565	0	0.0515315977252284	0.0658962683172445
AT1G07900	0	0	0	0.000201572263656521	0	5.10970018101221e-05	0.00106058995029624
AT1G07930	0	0	0	0.000201572263656521	0	9.3880874015087e-06	0.00251890113195356
AT1G07970	0.0964885652445806	0	1.00255558865596e-06	0.000604716790969563	0	0.02353388766875	0.0517603776818459
AT1G08010	0	0	0	0.000201572263656521	0	0.0116374652729202	8.07904096042012e-18
AT1G08035	0	0	0	0.000201572263656521	0	6.58243477016364e-05	0.00175227904831552
AT1G08060	0.0595945594404582	0	0	0.000201572263656521	0	0.000534049051664132	0.00186678151535415
AT1G08065	0	0.174941903709583	4.06395692855889e-08	0.0010078613182826	0	0.00151236398932139	0.0100756045278142
AT1G08190	0.0374990018062783	0	0	0.000201572263656521	0	2.52353644619122e-05	0.00118536523856638
AT1G08250	0.179031507422188	0	3.69713930590852e-06	0.00141100584559565	0	0.0515315977252284	0.0658962683172445
AT1G08260	0	0	0	0.000201572263656521	0	0.00719124884264158	0.00990239037644617
AT1G08320	0.0323772625348542	0	2.05438036007396e-06	0.000403144527313042	0	0.013296693610991	8.07904096042012e-18
AT1G08460	0	0	0	0.000201572263656521	0	3.20858025920923e-05	0.00175227904831552
AT1G08570	0.029917699243281	0	2.27117382465484e-05	0.000806289054626083	0	0.0375916350574529	0.0470261666869852
AT1G08600	0.0297118779445098	0.228649645786554	0	0.000201572263656521	0	5.72925411342565e-06	0.00100756045278143
AT1G08700	0	0.409957090222126	0	0.000201572263656521	0	6.85105929201295e-09	0.00191916276720271
AT1G08760	0	0	0	0.000201572263656521	0	0	0.00201512090556285
AT1G08780	0.0336087971087076	0	0	0.000201572263656521	0	1.78293799117964e-05	0.00108925454354749
AT1G08830	0.0780212805691651	0	6.56033622584858e-06	0.000604716790969563	0	0.0261722768450921	0.0897084737360648
AT1G08900	0	0	0	0.000201572263656521	0	4.55015323022622e-05	0.00237073047713276
AT1G08970	0	0.310349457094131	3.6945062986899e-09	0.000403144527313042	0	8.30697370675016e-06	0.00366385619193245
AT1G08985	0	0	0	0.000201572263656521	0	4.08822759144745e-05	0.00167926742130237
AT1G09100	0.0260163748607974	0.278161385592758	0	0.000201572263656521	0	1.85298498316942e-05	0.00201512090556285
AT1G09195	0	0	0	0.000201572263656521	0	4.02429365092796e-05	0.000982985807591637
AT1G09240	0	0	0	0.000201572263656521	0	1.22646496257807e-07	0.00201512090556285
AT1G09250	0.0484034148776514	0.295153455167771	0	0.000201572263656521	0	0.00711826105873316	8.07904096042012e-18
AT1G09280	0	0	0	0.000201572263656521	0	4.73247799291925e-08	0.00212117990059247
AT1G09340	0.0464074221991925	0	0.00631282058286424	0.000403144527313042	0	0.00413377517048315	0.0224066892748586
AT1G09440	0	0	0	0.000201572263656521	0	1.08441362334684e-09	0.00183192809596622
AT1G09640	0	0	0	0.000201572263656521	0	5.2530232573539e-06	0.00223902322840317
AT1G09700	0.224492415676902	0	0.000334004013320702	0.00282201169119129	0.131868131868132	0.163494098156887	0.0686242368698165
AT1G09710	0	0	0.003424145502388	0.000403144527313042	0	0.00174868836534628	0.00656704558928106
AT1G09730	0.0260234619937295	0.29812376913487	0	0.000201572263656521	0	2.00305370200387e-08	0.00237073047713276
AT1G09740	0.0330260692329227	0	0	0.000201572263656521	0	0.000170488951672333	0.00268682787408379
AT1G09770	0.0830890096168332	0	0.000452959362602876	0.000403144527313042	0	0.00624350935303573	8.07904096042012e-18
AT1G09932	0	0	0	0.000201572263656521	0	2.81381022896901e-07	0.00237073047713276
AT1G09995	0	0	0	0.000201572263656521	0	1.17113689126179e-07	0.00251890113195356
AT1G10130	0.0733627116503018	0.412103935978355	0	0.000201572263656521	0	5.25302325735435e-06	0.00223902322840317
AT1G10200	0.136848302291752	0	8.99567197199425e-07	0.000403144527313042	0	0.0073583862723726	0.0164742312288162
AT1G10270	0.225100513717917	0	0	0.000201572263656521	0	0.00493471230337771	0.00799903072240775
AT1G10300	0.0812442621826388	0	0.00287357032515417	0.000403144527313042	0	0.00200910252802907	0.00607572403147004
AT1G10455	0	0	0	0.000201572263656521	0	1.33528509164347e-05	0.00167926742130237
AT1G10480	0.0199373247373645	0.615408756616391	0	0.000201572263656521	0	0.00983175177437782	8.07904096042012e-18
AT1G10530	0.0580855612534979	0	1.19866870333868e-05	0.000604716790969563	0	0.0237037970161095	0.0334461788229412
AT1G10550	0	0	0	0.000201572263656521	0	6.69613851316984e-05	0.00212117990059247
AT1G10580	0	0	0	0.000201572263656521	0	1.12674313945897e-06	0.00100756045278143
AT1G10585	0	0.0324773406775404	0	0.000201572263656521	0	8.79799938643956e-09	0.00167926742130237
AT1G10700	0.0396173150978699	0.32745439429606	0.000464653013250251	0.000403144527313042	0	0.000572977588874134	0.00428178652601522
AT1G10810	0	0	0	0.000201572263656521	0	3.15325853163853e-10	0.00183192809596622
AT1G10830	0.0569943679078338	0	0	0.000201572263656521	0	4.55015323022629e-05	0.00237073047713276
AT1G10950	0	0	0	0.000201572263656521	0	4.88252176082988e-06	0.00237073047713276
AT1G11130	0	0	0	0.000201572263656521	0	1.46937508514584e-05	0.00223902322840317
AT1G11190	0.0261075599170369	0	2.09834205959659e-06	0.00120943358193913	0	0.0322577432438855	0.0367519931698101
AT1G11200	0.0690877536242515	0	0	0.000201572263656521	0	0.000473225094904708	0.00227708662328602
AT1G11210	0	0	0.00462025372258179	0.000403144527313042	0	3.213312737202e-05	0.00387345894890799
AT1G11280	0.0843530825268743	0.302072497074393	0	0.000201572263656521	0	3.66323461216569e-05	0.00191916276720271
AT1G11310	0	0	0	0.000201572263656521	0	1.469375085146e-05	0.00223902322840317
AT1G11340	0.0307731877652912	0	0.000325031891569952	0.000403144527313042	0	0.00105182510602861	0.00280187965515658
AT1G11360	0.0374876686376332	0.250066781218176	0	0.000201572263656521	0	1.60627065627383e-05	0.00223902322840317
AT1G11580	0.0556478092701714	0	0	0.000201572263656521	0	7.38575124019144e-06	0.00191916276720271
AT1G11690	0.0333109206829235	0.0752786352859508	0	0.000201572263656521	0	2.8610878489186e-05	0.00251890113195356
AT1G11735	0.431469979682786	0	0.00910674137366736	0.00907075186454344	0.0565656565656566	0.355997787652579	0.185886447702037
AT1G11806	0	0	0	0.000201572263656521	0	4.86006398458605e-05	0.00191916276720271
AT1G11810	0	0	0.000204024974554027	0.000403144527313042	0	2.61143232655083e-05	0.00362721763001312
AT1G11880	0.0182868992179175	0.234082436250185	0.00057736943997289	0.000403144527313042	0	5.32231918261407e-05	0.0035111955172686
AT1G11940	0	0.320254409713841	0	0.000201572263656521	0	0	0.00201512090556285
AT1G11990	0	0.119090776052362	0	0.000201572263656521	0	1.09907539607817e-05	0.00223902322840317
AT1G12130	0	0.224935296878618	0	0.000201572263656521	0	4.99432342956451e-06	0.00212117990059247
AT1G12140	0	0	0	0.000201572263656521	0	2.80303021535169e-05	0.00212117990059247
AT1G12210	0.0653439165447675	0	0	0.000201572263656521	0	0.00286086187285689	0.00745254566628998
AT1G12220	0.0642698396526933	0.153158503920502	0.000376064739409353	0.000403144527313042	0	0.00293711878540845	0.00946766657185282
AT1G12260	0.108501871705123	0.651261773225392	0.00895726318477561	0.00181415037290869	0	0.0589303098242506	0.00201512090556285
AT1G12280	0.103980210720489	0	0	0.000201572263656521	0	0.00286086187285689	0.00745254566628998
AT1G12290	0.0439327261007055	0	0	0.000201572263656521	0	0.00286086187285689	0.00745254566628998
AT1G12294	0.196757040917484	0	0.0164286223881952	0.00725660149163475	0.00952380952380952	0.0945644596092524	0.136707106918627
AT1G12300	0	0	0	0.000201572263656521	0	2.13645669813865e-05	0.00191916276720271
AT1G12420	0	0	0	0.000201572263656521	0	1.23409159116681e-05	0.00183192809596622
AT1G12460	0	0.143071523745831	0	0.000201572263656521	0	4.99432342956426e-06	0.00212117990059247
AT1G12470	0	0.331389400193466	0	0.000201572263656521	0	0.000450048379527945	0.00237073047713276
AT1G12480	0.0378070009346083	0	0	0.000201572263656521	0	1.85298498316948e-05	0.00201512090556285
AT1G12520	0.0212324054012849	0	6.56033622584858e-06	0.000604716790969563	0	0.0261722768450921	0.0897084737360648
AT1G12610	0.122238711091707	0	0.00234455804068262	0.00503930659141302	0.126666666666667	0.277120686511345	0.00251890113195356
AT1G12620	0	0	0	0.000201572263656521	0	2.13645669813868e-05	0.00191916276720271
AT1G12630	0.129553776141717	0	0.000329517823085163	0.00201572263656521	0.133333333333333	0.100445346003392	8.07904096042012e-18
AT1G12775	0.0351758070770924	0.228821791666128	0.000285226334181114	0.000403144527313042	0	0.000555413618645519	0.00378594428255685
AT1G12820	0.52782768279154	0	0.0122130776021182	0.0126990526103608	0.0353302611367127	0.384671006033638	0.613686062918065
AT1G12830	0	0	0	0.000201572263656521	0	1.04475030190817e-05	0.00223902322840317
AT1G12860	0	0	0	0.000201572263656521	0	3.02599775506754e-05	0.00201512090556285
AT1G12930	0	0.335806775218117	8.53279131797588e-05	0.000403144527313042	0	3.67444053855071e-05	0.00407095132436938
AT1G12970	0.0222236412507688	0.276327586437554	0	0.000201572263656521	0	7.27799284897108e-05	0.00122128539731082
AT1G13090	0	0	0	0.000201572263656521	0	1.04475030190811e-05	0.00223902322840317
AT1G13110	0	0	0	0.000201572263656521	0	1.04475030190814e-05	0.00223902322840317
AT1G13130	0.0520854046586425	0	0	0.000201572263656521	0	5.25302325735475e-06	0.00223902322840317
AT1G13160	0	0	0	0.000201572263656521	0	1.23791273462259e-06	0.00183192809596622
AT1G13170	0.01779097636815	0.190700708965421	0	0.000201572263656521	0	0.000991445399058522	0.00112261223385422
AT1G13260	0.0471604362923027	0.320728396009186	0	0.000201572263656521	0	0.0104682805789099	8.07904096042012e-18
AT1G13370	0	0	3.87043517005608e-09	0.000403144527313042	0	1.22572789805787e-05	0.00383832553440541
AT1G13450	0.045561579987803	0	0.000233294731066935	0.0010078613182826	0.1	0.037927698620402	8.07904096042012e-18
AT1G13470	0.0318556751404891	0.0635742622938534	0	0.000201572263656521	0	0.00117964927913585	0.00130007800358893
AT1G13550	0	0	0	0.000201572263656521	0	2.39500155362447e-05	0.00167926742130237
AT1G13640	0.0595660500562344	0.257647246996043	0.00657640776023308	0.000604716790969563	0	0.00605461770181046	0.00942814129141189
AT1G13910	0.0390189545042951	0	0	0.000201572263656521	0	2.25908443329973e-08	0.00212117990059247
AT1G13960	0.0216315274764228	0.303861671024562	0.00577895850856703	0.000604716790969563	0	0.0183089544752895	0.00786035133072077
AT1G14000	0	0.211125088055849	0	0.000201572263656521	0	8.37002209383616e-08	0.00183192809596622
AT1G14010	0	0	0	0.000201572263656521	0	6.08721865279527e-06	0.00183192809596622
AT1G14070	0.119723979861502	0	0.000461853132912211	0.000604716790969563	0	0.0130120043183569	0.030536042629359
AT1G14071	0.229118985992889	0	0.0151906854832468	0.00705502922797823	0	0.00101574170745671	8.07904096042012e-18
AT1G14090	0	0	4.51550769839876e-09	0.000403144527313042	0	1.45467434455087e-07	0.00447804645680632
AT1G14200	0	0	0	0.000201572263656521	0	1.45203329333371e-07	0.00212117990059247
AT1G14210	0	0	0	0.000201572263656521	0	1.44193134447936e-05	0.00223902322840317
AT1G14270	0.0216361423172019	0.215007002885271	0	0.000201572263656521	0	0.000361159647193252	0.00108925454354749
AT1G14280	0.0494528127212416	0	0	0.000201572263656521	0	7.38575124019107e-06	0.00191916276720271
AT1G14350	0.0981718847714739	0.382173772353751	2.73432211710033e-05	0.0010078613182826	0	0.0479016044622555	8.07904096042012e-18
AT1G14430	0	0	0	0.000201572263656521	0	0.00845750453282992	0.00562132810231762
AT1G14440	0.44695199755488	0.322051674408101	0.0113900153843543	0.00645031243700867	0.0365591397849462	0.252425461048689	0.202049033561317
AT1G14460	0	0.233350890917056	0	0.000201572263656521	0	1.73201007432566e-05	0.00212117990059247
AT1G14510	0.0470261503624583	0	0.00437332105813564	0.000403144527313042	0	0.00415813340414721	0.00310018600855822
AT1G14580	0.0559470777893274	0	8.14645848320029e-06	0.000604716790969563	0	0.028217728125403	8.07904096042012e-18
AT1G14600	0	0	0	0.000201572263656521	0	2.20506545340481e-05	0.00183192809596622
AT1G14670	0.0312952434512077	0.279938453690964	0	0.000201572263656521	0	0.00823847898066277	0.0129657588075227
AT1G14685	0.0508606402823211	0	0	0.000201572263656521	0	0.00527067892141952	0.00534910517835456
AT1G14720	0	0	0	0.000201572263656521	0	8.79799938801292e-09	0.00167926742130237
AT1G14780	0.026815867845787	0	0	0.000201572263656521	0	1.85298498316959e-05	0.00201512090556285
AT1G14920	0.414619392890152	0	0.0406388580336538	0.0135053416649869	0.0587969244685663	0.571732778620453	0.022629909421028
AT1G14970	0	0.311118886943865	0	0.000201572263656521	0	6.85105929302244e-09	0.00191916276720271
AT1G15125	0	0	0	0.000201572263656521	0	0.00504845656556641	0.00704197085258454
AT1G15430	0	0	0	0.000201572263656521	0	1.2379127346234e-06	0.00183192809596622
AT1G15490	0	0	0	0.000201572263656521	0	6.69613851317001e-05	0.00212117990059247
AT1G15530	0	0	4.06395692855889e-08	0.0010078613182826	0	0.00151236398932139	0.0100756045278142
AT1G15590	0.0490494430921334	0	0	0.000201572263656521	0	0.00527067892141952	0.00534910517835456
AT1G15670	0	0	0	0.000201572263656521	0	6.85105929257872e-09	0.00191916276720271
AT1G15680	0	0	0	0.000201572263656521	0	5.10970018101228e-05	0.00106058995029624
AT1G15690	0	0.125949382638222	0.000326457548272501	0.000403144527313042	0	1.67678670227901e-05	0.00399130227671867
AT1G15710	0	0	0	0.000201572263656521	0	1.05617421837514e-05	0.00183192809596622
AT1G15750	0	0	0	0.000201572263656521	0	1.34750026141885e-08	0.00237073047713276
AT1G15772	0	0	0	0.000201572263656521	0	5.43797635637314e-06	0.00167926742130237
AT1G15780	0.107300855302659	0.139591920827626	0.0078096465044383	0.000806289054626083	0	0.023555938323284	0.0535923057778121
AT1G15830	0.0669543178510447	0	0	0.000201572263656521	0	0.00719124884264158	0.00990239037644617
AT1G15840	0	0	0	0.000201572263656521	0	2.00148589838448e-07	0.00237073047713276
AT1G15890	0.0264020517123582	0	0	0.000201572263656521	0	0.00286086187285689	0.00745254566628998
AT1G15910	0	0	0	0.000201572263656521	0	2.52353644619139e-05	0.00118536523856638
AT1G16030	0.0665044896115077	0	0	0.000201572263656521	0	5.72925411342462e-06	0.00100756045278143
AT1G16150	0.0248675120776615	0	0	0.000201572263656521	0	2.65845260325006e-05	0.00183192809596622
AT1G16220	0.055036189843767	0	0	0.000201572263656521	0	0.00117964927913585	0.00130007800358893
AT1G16300	0	0	0.000226230440459041	0.000403144527313042	0	0.00103666246400251	0.00324379213444668
AT1G16410	0	0	0	0.000201572263656521	0	2.50940734526949e-08	0.00212117990059247
AT1G16480	0.0332632142891982	0	0	0.000201572263656521	0	5.72925411342434e-06	0.00100756045278143
AT1G16490	0.0728199569160362	0.291610535936882	0.00638308703602952	0.00120943358193913	0.0666666666666667	0.0514996324366242	0.00175227904831551
AT1G16550	0	0	0	0.000201572263656521	0	1.08441362293647e-09	0.00183192809596622
