	Endodermis.Stele	Cortex.Stele	Epidermis.Stele	Columella.Stele	Qcent.Stele
AT1G25350	0.788764576483165	0.73018469432618	1.26604907962971	1.29594096543333	1.79564231571097
AT1G25290	1.09834655641204	1.24028069891762	1.25788497183602	1.05190177920387	1.44126271276621
AT1G25280	1.27338322733701	1.34879086147429	1.62337916195456	1.91100735821464	1.29414565448285
AT1G25240	1.03168317930136	0.878024640943347	1.04270664940291	1.01255480735049	0.907938615121365
AT1G25260	0.411035051939445	0.181578672767687	1.13524210214606	0.399795276828767	1.02550415228872
AT1G25330	0.999768977629592	0.986916545885842	0.842257533940401	0.919550046151658	0.835666958921854
AT1G25320	0.439722928653894	0.595978971761793	0.396025893480515	1.77153503820472	1.09000392750441
AT1G24735	0.787853886049346	0.640675917409362	0.968170695982883	0.763129604480279	0.593505511878471
AT1G28250	0.838180773176999	0.762248511627881	2.0078711161457	0.384840711853698	0.572163749088399
AT1G28300	1.31190810443745	0.986916545885842	0.941696017387347	0.999076230697064	0.998960819551523
AT1G56570	1.00046220490416	0.950219904929732	1.03718026935276	0.925090662015538	1.08861966312463
AT1G56560	1.53829621210758	1.36730332959808	1.16688846218714	2.45093688505826	1.09555860941589
AT5G04200	0.358157651043982	0.261521234948132	2.24129621795341	1.02337389199677	0.295009503031178
AT5G04140	1.21897341887434	2.07148685673256	1.00649034528314	1.0993621133852	1.00975129759669
AT5G04220	1.06068774136822	1.08899701533611	1.23342215585474	3.02024726521134	3.20464970462606
AT5G04400	0.956166213378861	0.743291492215507	0.659449154753078	0.77431902785322	0.810377861209943
AT5G04340	1.46273321852284	1.48589619592219	0.16311936846112	1.29474381495105	0.313455670382162
AT5G04360	0.98372933750964	0.789676319595763	0.811502062526246	0.921464186198704	1.7613317471923
AT1G73360	1.0111520808513	0.976257298051348	0.992633695275048	1.23713247868717	0.925839059226741
AT1G73500	0.541737800951524	0.762600826628142	0.371130892657263	1.64338062917158	3.62839955719906
AT1G73440	1.00323992408752	0.569065517293911	1.34319304637523	0.736453666321953	0.862940703149419
AT1G73410	0.963261894020148	0.869947352708651	0.729341638950888	0.86613671320595	0.864936824656002
AT1G44160	1.18591449941095	4.49711569511447	0.851257002895088	0.819983432906637	0.746475422889925
AT1G51140	0.586146554803754	0.511214265304961	0.297507924076669	0.861347123275985	0.601512518041059
AT1G30210	1.11522386038746	0.846354123336067	0.76365874898035	0.832391035661689	0.793700525984099
AT1G32150	1.13602926478669	0.650520608180889	1.28312939746981	0.74003564470538	0.667034521537963
AT1G32170	0.831237896142787	2.51054398256529	0.896680958433378	0.0837558246208794	0.384351978486902
AT1G46696	0.967052867143425	0.934543247279416	0.890075733252496	0.907938615121365	0.936055947600543
AT1G49910	1.19941700595094	0.744494622495715	1.33175927942192	0.607799193934483	1.48349493384112
AT1G57820	0.499769004315259	0.404627608643916	1.19499120485678	1.86995039550291	2.61927341902042
AT1G57780	1.06289567435855	0.946494919209528	0.922103117912631	1.00649034528314	0.947260632438555
AT5G28300	1.24919612565338	1.50907725735536	1.48452357062905	0.95638716020764	0.999076230697064
AT5G09490	0.975355461527642	0.840119620958354	0.895852632089451	0.968394416756532	0.860949188338904
AT5G11110	0.435979840864818	0.200452641394218	1.45330079456585	1.24085396273919	0.628506687260915
AT5G09410	1.54792259829026	2.32677762077707	1.4293243456395	3.00423985388186	3.14886811375457
AT5G28810	0.901042253592626	0.928946017349458	0.869746375409098	0.877213548732822	0.971868706820195
AT5G28770	0.76154436985163	4.0982272921312	1.76622197188891	1.00579294106785	7.398160844599
AT5G24740	1.025030378221	1.06289567435855	1.27103168930567	2.2683868006814	2.22427217166374
AT5G09320	1.07326028639345	1.00742096985022	0.916368644675352	0.935191247850319	1.18071982570545
AT5G09330	0.714662172819753	0.678302163723837	1.12349990303165	1.32103314692768	0.923702386113659
AT5G19520	1.52308873970326	3.75028438582844	2.24077842838835	6.27957389211618	9.28348612651263
AT5G28520	1.08422687030142	0.856979936304847	0.865336602698144	1.20108090404271	0.905529366120523
AT5G19590	1.32500701704521	1.36351761035294	1.24171435531985	0.965267024871757	0.471555668383357
AT5G19790	0.391025157122985	0.325034928945813	1.52590660894025	0.290108941453519	0.308284301936144
AT5G20730	1.66055633387475	2.63596887124524	1.57134503333516	1.49554017528863	2.15970360650931
AT5G13080	0.811877142759279	4.29800352701598	0.534032704023926	1.50316147806556	0.783497186949341
AT5G13180	1.03383073624796	0.488692883205403	0.211539649150073	0.172300644121954	0.183391668020916
AT5G20720	0.872967591133763	0.531202312865171	1.01138573358087	0.525222272005377	1.1150950321166
AT5G08330	0.750886451817385	1.59585915878377	1.05287439224728	0.207234101835434	0.374966426998943
AT5G10700	0.987144598370893	0.896680958433379	1.41225440438476	0.696405740334518	0.976482887442669
AT5G21170	0.804966137621122	2.47426495737434	1.76826357056892	1.83952506374397	1.78798338887432
AT5G19320	0.722966147272874	0.726650397282923	1.9444111784422	1.00881852034437	1.47648496606258
AT5G20240	1.07748416457784	1.34847926061229	0.930664662059299	1.05214484820072	13.2186230708535
AT5G20480	0.963929807740643	0.978063473447339	0.872564287640823	0.980779003988551	0.919550046151658
AT5G20580	1.0764888177822	1.93276557886636	1.3466111665805	1.7834449279586	2.71885648381348
AT5G20570	0.84615859660029	0.615145672375572	0.933895695712651	1.03789943714796	0.939414217559052
AT5G20120	1.50524674741107	1.51746860277238	1.18235778602715	1.50489900173943	1.49675006545658
AT5G20200	0.957935218222696	0.855792732948346	1.89080423350149	1.14393097320381	1.33068275870184
AT5G20300	1.33453147630281	2.18151944512382	1.02574112143402	0.759084992101243	1.77378768247893
AT5G20320	1.01466254658088	1.11470863658892	0.964821079837022	2.51402674904366	2.53005135081901
AT5G20070	1.2466011942751	2.66474965018404	2.51170436830613	1.70724092679794	1.39748551866749
AT5G20960	0.778804612349292	1.89080423350149	0.456493640393811	1.94216620356324	1.02562263001743
AT5G19870	1.00975129759669	0.890898718140339	0.820362433270655	0.909618393998282	0.856485068219909
AT5G19920	0.86834083375878	0.585605090609405	1.20135844471832	0.883519164173074	0.805896608326491
AT5G20110	2.17799403067221	4.81210014432847	2.34783875983834	1.42043551092217	1.31524661159495
AT5G21040	1.12246204830937	1.41912335620038	1.19003169630668	1.50246703043576	1.54810143165066
AT5G20900	1.21953683436658	0.927444806933183	0.458184322337676	0.673305583290251	0.964932546777353
AT5G20840	1.12870358877323	1.54863805570644	1.70408819014973	2.45320307875628	1.31145351051525
AT4G37040	0.816203046150901	0.956166213378861	1.34754488988038	1.01724463153237	1.22645984499644
AT4G36610	2.56566593174973	0.875998315067126	0.657927262514504	0.819793998390271	1.20066471324612
AT4G36730	0.922103117912631	1.59549047961807	2.34133818444648	1.58373761055944	1.45784095269708
AT4G36930	0.609345904372823	0.341983825975623	0.798851916449148	2.65675771590042	4.76673029829618
AT4G36920	1.8833920347747	2.28680497393381	1.0245568230328	1.3311440181286	0.950000382874886
AT4G37160	0.299784978447778	0.244233555655518	6.30137499341645	5.48946924177512	0.558579035727969
AT4G37080	0.449897004607159	0.271370035519315	0.300200856871302	0.215934649588084	0.431420509044168
AT4G36560	0.969065889303944	1.00998462663921	0.930449657703015	0.958377980578424	1.03634187005067
AT4G37260	0.839537496184134	1.46138199047719	0.844010781501411	1.37522403720832	1.09821967777117
AT4G36650	0.669737041222087	0.805896608326491	0.929804942613162	1.99722933220206	1.8251309770869
AT1G31830	1.10114159809796	1.84335422846077	1.8712469956628	1.62187953411772	1.41732112240751
AT1G31790	1.03359189822068	0.946494919209527	0.89110458323344	1.09555860941588	1.12479857101083
AT4G37110	0.841479482285381	0.853028983796388	1.23513322778493	0.74071989901016	3.3830707145258
AT4G36620	0.316512269907427	0.232666165514825	0.259954914194296	0.185522576559354	0.601790540076809
AT4G37270	1.77112577398094	2.55147823190627	1.11316439292718	2.76829943210296	2.26419780422135
AT4G37190	0.741747466920561	0.953298545288159	2.37018554188316	0.716149817228915	1.70743816639655
AT4G36780	0.508857403494899	0.480408417068014	1.46205744840003	0.719300577082153	0.3159277713652
AT1G31910	0.850274160064196	1.48418061247484	1.85875076150875	1.42602571736414	1.68821658216521
AT3G51800	0.657471380102536	0.332632260270172	1.08247472040153	0.740206649000025	0.996885697220376
AT3G51895	1.31190810443745	0.666495327635178	0.643940814754913	0.657927262514504	0.680971661280109
AT3G56850	1.15668818390529	1.02740143937896	1.25585218415307	1.310999074116	1.25846637243887
AT1G16560	0.621000642700426	1.01395947979003	2.28363698548308	0.648569611414508	0.652779052132742
AT3G43610	0.978515539181344	1.60918850042563	1.67326583420237	1.82260256127428	1.53315121786455
AT3G44830	1.01653977559676	0.914676400210034	0.863339558574412	0.934111496364766	0.885767519102361
AT3G44840	1.19581979677612	1.08322529480122	1.10624172745091	1.02384690042844	1.10394375252802
AT3G56730	1.20664391972076	0.93735449655998	0.801069877589622	1.49243351809635	1.6779115495365
AT1G51940	1.83612803993044	7.42985128030839	0.916580395250932	0.868140227601043	1.79294761014572
AT1G51950	0.777725707919129	0.314108161297869	0.167744030733885	0.476318999021969	0.342972941647012
AT1G77360	1.0817246660801	1.1292252811073	1.33700049540513	1.4125807421362	2.24285030465087
AT1G77405	1.07823127858868	0.947370070599268	0.928302344142545	0.892340773155927	0.905633983017823
AT1G77330	0.94780794969195	2.80629498534825	1.21055335442133	3.2565250704228	0.332363378704351
AT1G58100	0.947588984852721	1.64908603342145	0.831622098374906	0.87701089277944	1.08222464452571
AT1G57560	0.214443080010753	4.13819032607563	1.24919612565338	0.245308081213522	0.339660808026019
AT1G57570	0.9841840220338	1.05068727627588	1.07748416457784	0.984638916715377	0.940282821966062
AT1G57670	1.16473358646846	0.998383963773742	0.693675739179252	0.890692900606681	0.817618644419614
AT5G16880	0.988514020352895	0.906890328933143	0.508974988103128	1.3966785324674	0.984525173337415
AT5G17540	1.05360444215053	0.950219904929732	0.936272247434492	0.919762531871984	0.962149732776728
AT5G17580	0.940174202509126	0.92701633543671	0.868742185150624	0.896680958433379	1.03239853548324
AT5G17600	0.760840878539938	0.700601832443633	0.800144979722638	1.32837885795021	0.803850990743151
AT5G16820	1.18591449941095	1.4346180291638	1.00046220490416	2.05527769388262	2.19035796704642
AT5G16940	1.07599148923904	2.66844633935554	1.59622792314228	0.549935121972724	0.581425667399392
AT5G17070	0.829894585589982	0.962816875338561	1.85317612378074	1.24286247352066	1.00625782349778
AT5G16770	1.92785961548129	0.746044366283661	0.567227742467977	0.612026771652328	0.716811986137686
AT5G16270	1.11961288865424	1.09631825602018	1.15321912408131	2.12235599288812	1.63221752024763
AT5G16250	0.330029448450082	0.30573070005405	1.18481898800049	0.208482760956241	0.652477473844479
AT5G15700	0.992863068854705	0.803850990743151	1.15135548019998	1.00975129759669	1.30374947036657
AT5G15790	1.02101212570719	0.841285081700733	0.678772489940003	0.771640087529467	1.32103314692768
AT5G15640	1.23541863712693	1.265171825348	1.31737553818825	1.21139273694007	0.933572088208587
AT5G15020	1.30435206976556	0.855199748164967	1.25672297631241	1.69231719320058	0.827214473491768
AT5G15480	0.952858129587698	0.963039358974068	1.14129098245238	1.44126271276621	0.911090749655133
AT5G15540	1.29086070815244	0.996540262827868	1.04463576286423	1.96791330701622	1.57680034811256
AT5G15530	1.59807302351627	1.37300162534497	1.6993699982773	0.301591289495548	0.500462311720844
AT1G31660	0.516795949110338	0.267201497802752	1.79502010133452	0.702060208776848	1.11586822503145
AT1G31760	0.604577837916681	0.416484102584891	1.12324034942089	0.897717443479011	0.916262787732938
AT5G14720	0.893372241325608	0.989199443581194	1.82639650002398	1.06412428913082	0.746734176393267
AT5G14750	0.624453766701662	0.856781954768569	5.71465604051052	0.659906408529193	1.76805930454994
AT5G14860	1.14551789797976	1.0594630943593	0.951318276331799	1.0817246660801	1.00127157760114
AT5G33300	0.766841329836546	0.558256480991286	1.43031542122073	0.464043942767273	1.73909088907959
AT5G28920	0.876403205784384	0.773782496771195	1.03168317930136	0.763658748980351	0.965936328924846
AT5G28040	0.873976665593326	1.4382688051156	2.30164712780985	1.00905163384468	0.926373999319921
AT5G27630	1.23684667340944	1.01372523246751	1.72388874114439	1.84250261471632	1.26487954235394
AT5G27660	1.19278443221755	0.582232253477208	1.04439442863408	1.12168428648815	1.5577891771666
AT5G27800	1.13786810085838	1.16070391438372	0.948026965128645	0.988057335406882	1.05482231706806
AT5G27700	0.737134608645551	0.243107560590186	1.14234624684855	0.285652553842238	0.365176711152518
AT5G27920	0.845181640278477	3.27387672636322	1.29833858816158	3.02653422726036	2.95843322714703
AT5G27950	0.858168786615985	1.76499814430417	2.06384315253997	0.88148015790717	1.14538557020658
AT5G27395	0.836439636181516	0.843815796130018	2.13958846857019	0.990114080575234	1.66458975926548
AT5G27440	0.98372933750964	0.847919964633148	0.8141312676057	0.73577335303197	0.881174713096693
AT5G27450	1.13576681661308	4.20177817604302	1.87600889283178	0.576076907827463	1.16030171476077
AT5G27410	1.42240601819728	4.83885821406649	2.85073381158012	1.15108949132776	4.92230254100547
AT5G27580	0.986688546086017	0.980552422098204	0.970858759861581	1.01255480735049	1.03383073624796
AT5G27610	1.95431993686849	1.1449886785973	1.1397099133658	3.46775025405875	2.01135350804464
AT5G26930	1.55186170854971	0.646773885179816	0.560971740265243	0.564612640553649	0.608501756835295
AT5G27100	0.859955155121387	0.877213548732822	1.82470933100227	0.714662172819752	1.02668954572
AT5G26260	0.214443080010753	0.307359716813645	3.80703192121814	2.621998148232	1.00104026146786
AT5G26570	1.3660402567544	1.20720163645803	1.19913991379111	22.5074909325171	7.66525259060483
AT5G26600	1.82724066944323	2.81668845382416	1.88644059110861	2.60870413953113	5.28474306990702
AT5G26610	0.851453707748945	1.19941700595094	1.16446450695442	1.51501631853809	2.11232721099925
AT5G26760	1.27691869424522	0.931309973267838	0.873371081035555	1.77481255838872	1.17922035551458
AT5G26820	2.24596171154566	7.92823650611263	2.01577320952608	2.8998936657577	3.93628132481718
AT5G26860	0.642603168734687	0.515722418703883	1.54542109929597	0.794250867977861	1.05652970734926
AT5G26210	0.786398967893981	0.553376518901261	0.724303708251875	0.527045711645369	0.624742392295051
AT5G25920	1.15749021699012	1.02101212570719	0.944310576017923	1.12142515232543	0.938763290862837
AT5G25890	0.396575282663081	0.523526087224929	0.401461440931688	0.0568905694992757	0.152600683943
AT5G26030	2.02136987463344	1.57825829467728	1.14472416059868	1.78138580121336	1.06277289092762
AT5G26150	1.06683224294536	0.848703971309123	0.795536483754919	0.79186880527972	0.840313752233282
AT5G26180	0.652176034882782	0.450625231305415	1.13393137629285	0.597081593537294	0.97490485572224
AT5G26240	1.05799538421997	1.65022948900174	1.6845150678808	2.07915887035056	1.47665554614738
AT5G25810	0.730353422305036	5.13488986467994	0.958377980578424	0.508387336645978	0.75873430138619
AT5G25830	0.39566005691695	0.606256409530868	1.45229379225831	0.715653592000671	0.655499537058001
AT5G25110	0.806828154574909	2.03542961397959	0.883315051481465	10.7803591190431	1.15802521464493
AT5G25190	1.2044156281848	1.46984769022564	1.09631825602018	0.7791645796605	1.00788660476304
AT5G25160	0.701249625321201	0.699954637977242	0.583579050909234	0.623444626793049	0.655575267708286
AT5G25350	1.51536640207634	1.2736774753265	1.47972935983311	1.33483985417003	1.76418273039435
AT5G25370	1.31798443562262	1.42109204318136	0.859955155121387	1.23456260689354	1.01126890046793
AT5G25415	1.05311768599141	0.941043509616037	0.808134128602405	0.925304428037853	0.984297725998143
AT5G25120	0.893372241325608	1.57170813307365	0.844205811929194	0.946276257709713	0.965601618907524
AT5G25130	1.03025395362007	1.03025395362007	1.00672292079865	0.988057335406883	1.07723524163206
AT5G24890	1.44760366627077	1.48864525516654	1.36257281944309	1.04367076041375	1.27176607807825
AT5G67300	0.52570790483017	1.20720163645803	0.375703553534449	0.242826873885408	0.403181123465075
AT5G67450	0.694477567882555	0.820551999138538	5.65032296854478	0.742776460330414	0.795628393042162
AT5G67370	1.88034840501825	3.68415391078958	0.840896415253715	1.57825829467728	2.36635523618453
AT5G67550	1.01091848210074	0.925090662015537	0.732719711950368	0.843231110250112	0.835956629213222
AT5G67580	1.98939993323469	1.48418061247484	1.6856830895094	2.60268371088387	1.2466011942751
AT5G67090	0.452712380654172	0.373885043822158	0.285982743300952	0.363241262392842	0.312190815570246
AT5G67240	0.601790540076809	0.558256480991287	2.08878885726816	1.18235778602715	2.49723801564907
AT5G67130	1.34536720852183	2.82450880876951	1.85488961386637	0.74552742691283	2.73050285761005
AT5G67150	1.11342161822869	1.78220916646688	1.61216566298594	1.11573932232496	2.76734017886533
AT5G67180	1.11085203768282	1.04318859352986	1.04367076041375	1.32776515838244	1.3881530754846
AT5G66770	1.04174342900822	1.15108949132776	1.90659709057632	0.966382789433178	0.967611620142344
AT5G66760	0.99080061326523	1.36635591553682	1.53829621210758	1.1328838852958	0.715488260011457
AT5G66940	1.47802089648065	1.23656093415911	1.02361036889057	1.33823671740473	1.05701804056138
AT5G66815	0.20086990463077	0.128841267756246	0.0970586093751299	0.121609963048464	0.0930403284479087
AT5G66300	0.223394669497486	0.318125222793238	0.200313746353914	0.225052474604527	0.257682535512491
AT5G66320	0.490616162427045	0.305025127568056	0.69624485502962	1.4089951705205	1.00474774070828
AT5G66460	0.836439636181517	0.486327473706142	8.39967398157842	11.9615573764184	0.646773885179816
AT5G66050	1.46916863327831	1.95567503781059	0.717143300153037	3.73126976017374	1.70803002192688
AT5G65560	0.933464243961237	1.21447545539355	1.72269424655197	0.8546071742649	1.01407662374884
AT5G65630	0.680971661280109	1.21728473367523	2.7176003955831	1.4125807421362	0.988742441975564
AT5G65670	0.339935593203212	0.283876107267719	0.421323414751575	0.430872621070272	0.27758470840716
AT5G65640	2.03073220173886	2.13909417577049	1.01185320102693	2.89587634475912	5.38768934308508
AT5G65620	1.38606988565041	1.57607187996033	1.20608646064382	2.34566989846376	1.91122813919426
AT5G65700	0.56946010018899	0.718304105609172	1.04439442863408	1.29923883986079	4.98870951784249
AT5G65720	0.820931262296656	0.685708193757349	1.33792755478611	0.795168952765316	0.959264119325264
AT5G65790	5.45659133951742	0.390303056730543	0.316731735547134	0.326993379919927	1.43130718400134
AT5G65260	0.768792766266941	0.842452159235183	0.497235084336607	1.08022611623083	1.62976806492068
AT5G65320	0.985321652995397	1.15082356390492	0.876808283644117	0.982593545000889	0.879141117410015
AT5G65350	0.686500812672486	1.0207762490657	1.90924202827943	1.00486382042379	1.19319789144354
AT5G65410	1.17554790628361	1.07202112339735	0.989199443581194	1.0245568230328	0.947260632438555
AT5G65210	0.804408370941916	1.22546844252913	1.19030668377827	1.16823728355956	0.763041449383458
