GeneID	interaction.pvals	tissue.treatment.specificity	Betweenness.Centrality	Connectivity	Transitivity	Eigenvector	PageRank	DE
AT1G01010	5.30944129165384e-06	0	0	2.47955558734473e-05	0	0.00346640738600558	0	0.0262063994038894
AT1G01020	3.45454105566481e-11	0	0	5.81741887800109e-05	0	0.00795989844193874	0	0.0412493775819212
AT1G01030	4.39165092654935e-15	0	0	6.19888896836184e-05	0	0.00847344027690254	0	0.00740105419255385
AT1G01040	3.59170471795204e-06	0	0	3.71933338101709e-05	0	0.0051354183496379	0	0.0813505468324795
AT1G01050	0.000281357668690621	0	0	1.43051283885273e-05	0	0.00205416733985516	0	0.125203778359071
AT1G01060	0	0	0	5.81741887800109e-05	0	0.00795989844193874	0	0.00721765406163888
AT1G01070	3.07442938155034e-07	0	0	7.53403428462438e-05	0	0.0102708366992758	0	0.0100787951755927
AT1G01080	3.71074080708476e-06	0	0	3.52859833583674e-05	0	0.00487864743215601	0	0.0337349572624254
AT1G01090	2.84277188873972e-10	0	0	3.43323081324655e-05	0	0.00475026197341506	0	0.00638929419383951
AT1G01100	0.000253085000084987	0	0	5.72205135541092e-06	0	0.000898698211186633	0	0.00931333884660686
AT1G01110	1.58741960798621e-12	0	0	8.29697446534582e-05	0	0.0112979203692034	0	0.00415960275298935
AT1G01115	0	0	0	0	0	0.000128385458740948	0	0
AT1G01120	0	0	0	0.000130653505948549	0	0.0177171933062508	0	0.101580291394935
AT1G01130	4.21523610173977e-09	0	0	4.76837612950909e-05	0	0.00654765839578832	0	0.0127730632396965
AT1G01140	1.57864443452725e-14	0	0	8.58307703311638e-05	0	0.0116830767454262	0	0.0411782076416797
AT1G01150	3.96940806278227e-14	0	0	6.38962401354219e-05	0	0.00873021119438443	0	0.0107035691996669
AT1G01160	0.000142238227055364	0	0	1.81198292921346e-05	0	0.00256770917481895	0	0.000356993832861561
AT1G01170	2.79088241044262e-05	0	0	9.53675225901819e-06	0	0.00141224004615042	0	0.116172797404737
AT1G01180	1.76415344491399e-13	0	0	8.20160694275566e-05	0	0.0111695349104624	0	0.0400214028146479
AT1G01190	6.46723758023518e-10	0	0	7.24793171685382e-05	0	0.00988568032305296	0	0.0218843418151593
AT1G01200	5.01700862058986e-07	0	0	4.86374365209928e-05	0	0.00667604385452927	0	0.00256115659640859
AT1G01210	0.000164965731174434	0	0	6.67572658131274e-06	0	0.00102708366992758	0	0.028822943213707
AT1G01220	8.7981020621531e-08	0	0	3.05176072288583e-05	0	0.00423672013845127	0	0.038111054357788
AT1G01225	3.89191987221725e-08	0	0	6.48499153613238e-05	0	0.00885859665312538	0	0.00647651617966111
AT1G01230	2.83659627539489e-06	0	0	2.19345301957419e-05	0	0.00308125100978274	0	0.13642681989837
AT1G01240	4.05365619697826e-07	0	0	3.33786329065636e-05	0	0.00462187651467411	0	0.0068707821376051
AT1G01250	3.36008219973838e-13	0	0	4.76837612950909e-05	0	0.00654765839578832	0	0.000151352616499453
AT1G01260	2.75883488265998e-05	0	0	3.14712824547602e-05	0	0.00436510559719222	0	0.0374539999572796
AT1G01270	0	0	0	2.86102567770545e-06	0	0.00051354183496379	0	0
AT1G01280	0.00536209514811142	0	0	3.33786329065636e-05	0	0.00462187651467411	0	0.00128187097764613
AT1G01290	0.000669921184044125	0	0	1.43051283885273e-05	0	0.00205416733985516	0	0.0908607864875524
AT1G01300	1.97726099746704e-07	0	0	6.77109410390291e-05	0	0.00924375302934822	0	3.93754677193887e-05
AT1G01305	0.0010196676699097	0	0	9.53675225901819e-06	0	0.00141224004615042	0	0.00300908188367782
AT1G01310	0.000164718535439997	0	0	3.81470090360727e-05	0	0.00526380380837885	0	0.00124794407463292
AT1G01320	0	0	0	0.000138282907755764	0	0.0187442769761783	0	0.0312579905843864
