GeneID	interaction.pvals	tissue.treatment.specificity	Betweenness.Centrality	Connectivity	Transitivity	Eigenvector	PageRank	DE
AT1G01010	5.30944129165384e-06	0	0	2.47955558734473e-05	0	0.00346640738600558	0	0.00752135170215598
AT1G01020	3.45454105566481e-11	0	0	5.81741887800109e-05	0	0.00795989844193874	0	0.0342901930938085
AT1G01030	4.39165092654935e-15	0	0	6.19888896836184e-05	0	0.00847344027690254	0	0.0432453020845493
AT1G01040	3.59170471795204e-06	0	0	3.71933338101709e-05	0	0.0051354183496379	0	0.0188816085537939
AT1G01050	0.000281357668690621	0	0	1.43051283885273e-05	0	0.00205416733985516	0	0.0714012639004728
AT1G01060	0	0	0	5.81741887800109e-05	0	0.00795989844193874	0	0.0280299561774749
AT1G01070	3.07442938155034e-07	0	0	7.53403428462438e-05	0	0.0102708366992758	0	0.04878335951044
AT1G01080	3.71074080708476e-06	0	0	3.52859833583674e-05	0	0.00487864743215601	0	0.0336900937410003
AT1G01090	2.84277188873972e-10	0	0	3.43323081324655e-05	0	0.00475026197341506	0	4.1940632734504e-07
AT1G01100	0.000253085000084987	0	0	5.72205135541092e-06	0	0.000898698211186633	0	0.0581994476288315
AT1G01110	1.58741960798621e-12	0	0	8.29697446534582e-05	0	0.0112979203692034	0	0.00166847289026188
AT1G01115	0	0	0	0	0	0.000128385458740948	0	0
AT1G01120	0	0	0	0.000130653505948549	0	0.0177171933062508	0	0.0339380203842399
AT1G01130	4.21523610173977e-09	0	0	4.76837612950909e-05	0	0.00654765839578832	0	0.0840987627699068
AT1G01140	1.57864443452725e-14	0	0	8.58307703311638e-05	0	0.0116830767454262	0	0.0837288280929278
AT1G01150	3.96940806278227e-14	0	0	6.38962401354219e-05	0	0.00873021119438443	0	0.0631817860547946
AT1G01160	0.000142238227055364	0	0	1.81198292921346e-05	0	0.00256770917481895	0	0.0483398258855077
AT1G01170	2.79088241044262e-05	0	0	9.53675225901819e-06	0	0.00141224004615042	0	0.000653537266778361
AT1G01180	1.76415344491399e-13	0	0	8.20160694275566e-05	0	0.0111695349104624	0	0.00562900351067739
AT1G01190	6.46723758023518e-10	0	0	7.24793171685382e-05	0	0.00988568032305296	0	0.218958776131451
AT1G01200	5.01700862058986e-07	0	0	4.86374365209928e-05	0	0.00667604385452927	0	0.0555391835032908
AT1G01210	0.000164965731174434	0	0	6.67572658131274e-06	0	0.00102708366992758	0	0.101025057815872
AT1G01220	8.7981020621531e-08	0	0	3.05176072288583e-05	0	0.00423672013845127	0	0.32208278602001
AT1G01225	3.89191987221725e-08	0	0	6.48499153613238e-05	0	0.00885859665312538	0	0.119854938830372
AT1G01230	2.83659627539489e-06	0	0	2.19345301957419e-05	0	0.00308125100978274	0	0.0960256650445307
AT1G01240	4.05365619697826e-07	0	0	3.33786329065636e-05	0	0.00462187651467411	0	0.0957418176448577
