"","x"
"AT1G05790",0.000192287113010514
"AT1G05800",2.47547070740561e-08
"AT1G05805",8.25883793825417e-12
"AT1G05810",7.57458540813996e-10
"AT1G05820",3.76239456180373e-05
"AT1G05830",0.00298966918568053
"AT1G05835",0.0115814759939026
"AT1G05840",0.0056417759007649
"AT1G05850",0.00127443966503582
"AT1G05860",0.00497656952850683
"AT1G05870",0.000907328185262492
"AT1G05880",1.89491705227442e-08
"AT1G05890",0.00263833130152057
"AT1G05894",0.0439508564595107
"AT1G05900",0.000157677565204754
"AT1G05910",0.00550798117750852
"AT1G05920",4.80831884242573e-07
"AT1G05930",0.00346682383422037
"AT1G05940",4.05402083302233e-06
"AT1G05950",0.0274433609510849
"AT1G05960",0.000208304065309911
"AT1G05970",0.00459634434658731
"AT1G05990",0.00487795210949375
"AT1G06000",1.45195218651573e-10
"AT1G06010",0.115837511296453
"AT1G06020",5.88055407039002e-05
"AT1G06030",0.00142743473552602
"AT1G06040",4.84646876505722e-12
"AT1G06050",0.0051242532280312
"AT1G06060",0.00714880068359769
"AT1G06070",0.00811217898926599
"AT1G06080",1.51352822732603e-05
"AT1G06090",0.0730661883021518
"AT1G06100",5.04046398070358e-07
"AT1G06110",2.45645453776834e-05
"AT1G06120",0.48391158113773
"AT1G06130",0.000258328124727792
"AT1G06135",0.000889324611536116
"AT1G06137",0.0582676171081756
"AT1G06140",0.013020252763099
"AT1G06150",5.23331820385314e-05
"AT1G06148",1.71912007861158e-09
"AT1G06160",4.01483118412686e-05
"AT1G06170",5.27871103748144e-08
"AT1G06180",0
"AT1G06190",1.06231435737675e-05
"AT1G06200",6.1523875221271e-05
"AT1G06210",0.0542348083838037
"AT1G06220",0.0634711351298976
"AT1G06225",0.0665370178758983
"AT1G06230",0.0536646913034239
"AT1G06240",0.000407384629076184
"AT1G06250",0.000244125417809399
"AT1G06260",0.00638280375321893
"AT1G06270",0.0660995327058515
"AT1G06280",90.170645151305
"AT1G06290",0.0028202590014737
"AT1G06310",0.000267881128987868
"AT1G06320",0.0882890170193981
