"","EdgeCount","degree_in","degree_out","BetweennessCentrality","eigenvector_centrality","ClusteringCoefficient","pagerank"
"AT1G01010",0.000966494845360825,0,27,1.05390728191253e-07,0.0228106451837653,0.358974358974359,8.51331424974066e-06
"AT1G01020",0.00221935853379152,0,62,2.37133351487687e-07,0.0528744677376723,0.390269698572184,8.51331424974066e-06
"AT1G01030",0.00236254295532646,0,66,4.44983235324698e-07,0.0429584120415874,0.318414918414918,8.51331424974066e-06
"AT1G01040",0.00143184421534937,0,40,1.42472439549297e-07,0.0361425360028648,0.393589743589744,8.51331424974066e-06
"AT1G01050",0.000572737686139748,0,16,2.22112121207494e-08,0.0148011456282512,0.358333333333333,8.51331424974066e-06
"AT1G01060",0.167740549828179,4624,62,0.00529459876210302,0.429940392339994,0.00917928053471359,0.00315126592530385
"AT1G01070",0.00286368843069874,0,80,4.10075316282612e-07,0.0544679099445154,0.338607594936709,8.51331424974066e-06
"AT1G01080",0.0013602520045819,0,38,1.37348996752486e-07,0.031789331887239,0.406827880512091,8.51331424974066e-06
"AT1G01090",0.00132445589919817,0,37,6.18018003010102e-08,0.0278697834171776,0.396396396396396,8.51331424974066e-06
"AT1G01100",0.00025057273768614,0,7,5.56477337752546e-09,0.00771963180683474,0.428571428571429,8.51331424974066e-06
"AT1G01110",0.00315005727376861,0,88,2.47212863168804e-07,0.0660666503628018,0.382445141065831,8.51331424974066e-06
"AT1G01115",3.57961053837343e-05,0,1,0,0.000747709861600517,0,8.51331424974066e-06
"AT1G01120",0.00493986254295533,0,138,1.17072879900177e-06,0.0896531677853223,0.294932825558024,8.51331424974066e-06
