"","EdgeCount","degree_in","degree_out","BetweennessCentrality","eigenvector_centrality","ClusteringCoefficient","pagerank"
"AT4G17980",0.18750534142381,10,4378,0.00803022085936659,0.462238696557729,0.00579297349657691,4.22835762141062e-05
"AT1G65910",0.0789676096060166,26,1822,0.000724780398013462,0.247882373456172,0.0131533310994715,4.24431674207992e-05
"AT5G62380",0.18130928980429,27,4216,0.00621123363470921,0.479333151296238,0.00672963400236128,4.27246418635073e-05
"AT1G69180",0.049226561832322,22,1130,0.000845730324018726,0.138660727277325,0.0145230256934196,4.24564482484256e-05
"AT5G03790",0.210281172549355,24,4897,0.0109890269252991,0.493529901514827,0.00530045263148822,4.27415700531996e-05
"AT2G27300",0.0531151183659516,61,1182,0.00149418275532647,0.167182896085234,0.0175066765529958,4.52705630610501e-05
"AT1G31140",0.1713101444321,17,3992,0.0129539226664362,0.357371965043093,0.00458941807256414,4.23766557405219e-05
"AT1G74840",0.0903768908640287,41,2074,0.00222516956539851,0.221689926150368,0.0095888857998116,4.29373271692008e-05
"AT5G65310",0.182719425690112,18,4258,0.00696289803046524,0.445419730980372,0.00586583595602704,4.2358140011258e-05
"AT5G13790",0.0223057858302709,36,486,0.000309508033359724,0.0825296879933326,0.0361605042456106,4.27937648447653e-05
"AT4G36160",0.174173147594223,33,4043,0.00507441006337916,0.460973364067494,0.00725694648338772,4.29173688422088e-05
"AT2G22540",0.131740876848133,34,3049,0.00821397666454394,0.30143067811399,0.00751818292418448,4.26902791161243e-05
"AT5G13180",0.122767284847449,47,2826,0.00287553556560225,0.359638914130759,0.0148453889856128,4.30188995438928e-05
"AT2G18060",0.104991026407999,8,2449,0.00130574151129485,0.28841814074438,0.00768059600496229,4.23200930391304e-05
"AT3G03200",0.135073925305529,26,3135,0.00386089769574706,0.367484727451247,0.00763373372551482,4.2464793313755e-05
"AT5G46590",0.156055038030938,40,3612,0.00498512990995516,0.423441793618183,0.00774817378279868,4.30085610403146e-05
"AT5G47390",0.150756345611486,47,3481,0.00684764991512094,0.355433222107038,0.00816872098374451,4.46425113721254e-05
"AT2G40260",0.0317494231262285,22,721,0.000559413541755893,0.0948263301980985,0.0203770682706156,4.24372394207591e-05
"AT1G14687",0.136868643705666,51,3152,0.00523358072925005,0.366996866454628,0.0109132053434557,4.29823361334343e-05
"AT1G54330",0.101743440731561,11,2370,0.0012572769569267,0.283532827224462,0.00737494568927513,4.25398258537925e-05
"AT2G40740",0.066746431928895,20,1542,0.000704421179339584,0.170740438112554,0.0148543263225414,4.24881298704458e-05
"AT2G23290",0.124903854371421,61,2862,0.00367465475418051,0.302195633464251,0.00920362506950175,4.45135321482579e-05
"AT3G04030",0.149004358601829,19,3468,0.00501248179218819,0.329867881100392,0.0064404489333373,4.24177681435736e-05
"AT4G34590",0.145201264849158,40,3358,0.00508997912316892,0.373865074081131,0.0095071824429985,4.28834212538682e-05
"AT1G68670",0.102341680198274,42,2353,0.0035036775067956,0.23819817756466,0.0110361891849977,4.46277072435845e-05
"AT5G29000",0.0454234680796513,21,1042,0.000511641947664405,0.119591999775632,0.0158025243569741,4.39049928040001e-05
"AT1G25550",0.135202119476968,43,3121,0.00520530635354297,0.297941185876333,0.00798808434197504,4.42002430953028e-05
"AT5G06100",0.28860781129818,33,6721,0.0291631358018112,0.614682641442683,0.00422607586029855,4.25974117179352e-05
"AT3G12720",0.132467310486283,14,3086,0.0065554803263883,0.281399807949853,0.00512751776902323,4.23535865106236e-05
"AT5G67300",0.213272369882916,77,4914,0.0145063692186516,0.490124456270141,0.00689815106158938,4.43030857893452e-05
"AT2G01060",0.0987949747884796,4,2308,0.00234265162182691,0.212053452457033,0.00536661580915106,4.22225782958739e-05
"AT1G30490",0.0641398171096488,36,1465,0.00120674762544911,0.175706892477058,0.0135571543621288,4.29383036598885e-05
"AT3G62420",0.138278779591488,68,3168,0.00494390939683562,0.375266841194162,0.0115113610379492,4.40001840342244e-05
"AT4G37180",0.194000512776686,69,4471,0.0135028163114492,0.442005514467235,0.00720148422192806,4.38973092488257e-05
"AT4G26030",0.0578155713186907,29,1324,0.0014844054763044,0.151762732248001,0.0149560483358809,4.25163221435147e-05
"AT3G53200",0.0102128023245876,16,223,5.46405586734137e-05,0.0346644258538679,0.0290777398825639,4.24679965141567e-05
"AT4G24240",0.0118365951628066,37,240,3.63088535536158e-05,0.0534181826286931,0.121252550619997,4.29215056493921e-05
"AT5G15830",0.148619776087514,40,3438,0.00576629855265881,0.381559394780786,0.00985044149789449,4.29340397594557e-05
"AT1G32150",0.147508759935048,27,3425,0.00542298427371592,0.360830556752675,0.00838883466587102,4.28445862707591e-05
"AT2G18350",0.0330313648406119,30,743,0.000302729558990849,0.100548426807586,0.0229218252564556,4.26526029954873e-05
"AT5G45580",0.162336552431416,36,3763,0.00712166324276413,0.378506409142688,0.00819548742469117,4.25617853556018e-05
"AT4G23550",0.0419622254508162,66,916,0.000512314646741848,0.161815463813484,0.0487611225188227,4.37566522708076e-05
"AT1G80840",0.0900350397401931,29,2078,0.00202549895544978,0.225995114995308,0.0115570944627952,4.2548144928351e-05
"AT4G26640",0.0202119476967781,37,436,0.000118756560957292,0.0861102331696498,0.0413785071845773,4.26946705151096e-05
"AT3G28920",0.0437569438509529,23,1001,0.000445365337364764,0.123539680247858,0.0146474530036174,4.30648967422841e-05
"AT3G15500",0.116400307666011,38,2686,0.00523528637119369,0.295676951577004,0.00925463604574789,4.31590962372257e-05
"AT1G30210",0.0265789248782155,31,591,0.000537301314304234,0.0861981090152688,0.0240870604124461,4.25625584024481e-05
"AT4G00730",0.0472181864797881,47,1058,0.000711513690025905,0.153353930340216,0.0245148278082174,4.32394106716256e-05
"AT1G16490",0.0183317665156824,27,402,0.000198692856833571,0.0724129483282024,0.0377753088033462,4.24618563203925e-05
"AT1G13260",0.0887103666353303,28,2048,0.00390965821655876,0.186561208892108,0.00541408034112672,4.36382658857882e-05
"AT5G60130",0.225792667293394,5,5279,0.0196798106911416,0.468970394786412,0.00357528983938692,4.22277262180248e-05
"AT2G03500",0.0784121015297838,28,1807,0.00150249575642173,0.194357506842947,0.0115683269247431,4.25098025386368e-05
"AT3G01530",0.0282027177164345,16,644,0.000440973009429372,0.0758816621679579,0.0154550052880857,4.23112355803433e-05
"AT3G50060",0.296256730194001,66,6867,0.0292740520868492,0.648440031505175,0.00488176317730363,4.4096120797228e-05
"AT1G69010",0.233185197846338,20,5437,0.0205746981942469,0.487281491898491,0.00453878907758625,4.37861506665844e-05
"AT4G31800",0.0903768908640287,39,2076,0.00220342955051524,0.24548354788279,0.0143741064544021,4.26526571146619e-05
"AT2G02450",0.0593111699854713,12,1376,0.00104509130138897,0.14784716462927,0.0069480083691919,4.25377884828015e-05
"AT3G52440",0.0284163746688317,14,651,0.000153720318363648,0.0871441949791774,0.0118164967562558,4.25220674530325e-05
"AT5G63260",0.0811041791299889,29,1869,0.00101828463344129,0.250975975491731,0.0172513117536239,4.32454135611839e-05
"AT1G34180",0.18438594991881,37,4278,0.00975748283597925,0.441015706472947,0.00699066098467676,4.27160555323349e-05
"AT1G33240",0.0493974873942398,29,1127,0.000989003383022722,0.138668942480631,0.0147651894462641,4.2540112503386e-05
"AT3G10113",0.294162892060508,1,6883,0.0214385937331032,0.641786634827705,0.0041607281259447,4.21983811349311e-05
"AT4G37260",0.0703358687291684,48,1598,0.00125548047012516,0.198842263586416,0.0171199892986133,4.29697976542602e-05
"AT2G46680",0.0321340056405435,45,707,0.000406833871500734,0.112530792047568,0.0315585224744103,4.29929679167666e-05
"AT5G17300",0.227501922912572,35,5289,0.0112510973019277,0.543037427585791,0.00608229850299333,4.28015497847509e-05
"AT2G46590",0.10110246987437,32,2334,0.00170663588150846,0.307486067714319,0.0163575338901718,4.25365754062859e-05
"AT1G29160",0.0899068455687548,59,2045,0.00145319695570195,0.287849574875526,0.0179382848597994,4.36253810528972e-05
"AT5G60850",0.0344415007264336,83,723,0.000303334283290922,0.146839686667989,0.0303714107365793,4.41793915568432e-05
"AT1G01060",0.201008460815315,35,4669,0.00847186768749663,0.487597903806995,0.00658689424575421,4.29234382275724e-05
"AT3G24120",0.281984445773865,23,6576,0.0322443079998259,0.570898666960856,0.00420002157988313,4.25030743042742e-05
"AT1G28470",0.288864199641056,54,6706,0.0314396767382772,0.678474603774223,0.00615874559495758,4.34530217120803e-05
"AT2G02080",0.0676010597384839,20,1562,0.00166276956374236,0.172317634470359,0.0116088535445443,4.2503277421524e-05
"AT1G02250",0.0210238441158875,30,462,9.78676150465497e-05,0.0861564719852154,0.0330718428375071,4.36580466089987e-05
"AT5G46830",0.051234937184856,22,1177,0.00119351364134344,0.12710204702789,0.0126136152847338,4.25697200965557e-05
"AT3G11440",0.0257670284591061,27,576,0.000220258802344634,0.0909594375288543,0.0298948043404956,4.25467441563806e-05
"AT4G29230",0.0447397658319802,37,1010,0.000565437843438979,0.149261521187748,0.0336413133146346,4.27138924137196e-05
"AT3G14180",0.101871634903,40,2344,0.00463528411488828,0.229758581203462,0.0094552198614645,4.29887853712681e-05
"AT3G56850",0.0847790787112213,7,1977,0.00125985621408569,0.21850153589553,0.0110526165959039,4.22756398449185e-05
"AT1G19850",0.35492692932228,52,8254,0.0549312678651721,0.746805501705681,0.004352781988917,4.28976427702006e-05
"AT2G40620",0.0201264849158192,20,451,0.000296558416206456,0.0765990598934958,0.0326298908388461,4.26341980573897e-05
"AT2G46270",0.114349200922998,64,2612,0.00286454132680077,0.311515024566893,0.0153721394806068,4.45793405620338e-05
"AT1G06850",0.0224767113921887,53,473,0.000403738311599967,0.0986249316438118,0.0438167938931298,4.33388453269781e-05
"AT3G12250",0.164857704469703,53,3805,0.0117505068941336,0.410025993607363,0.00899246491962035,4.30452687208068e-05
"AT2G36270",0.103751816084095,48,2380,0.00268938727890539,0.290413825884365,0.0151128432945306,4.34984302130657e-05
"AT2G42200",0.0520468336039655,10,1208,0.000922907761570357,0.119930458791668,0.00975877192982456,4.24095282721734e-05
"AT3G22830",0.289505170498248,21,6754,0.0429848283369847,0.549491986196636,0.00365427507831339,4.24614857710824e-05
"AT4G32730",0.163661225536279,15,3815,0.009178468146226,0.360875941863961,0.00477452347745235,4.24824925127561e-05
"AT1G06280",0.117511323818477,29,2721,0.00700104628965126,0.245268115163271,0.00546181740245643,4.32692101945682e-05
"AT3G18400",0.149901717801897,22,3486,0.00448830097981698,0.377565516620988,0.00588831146888166,4.27299193399465e-05
"AT5G06960",0.0411503290317067,10,953,0.000354218292386732,0.114889737556417,0.0135318639991537,4.22610817082451e-05
"AT1G77920",0.0496538757371165,57,1105,0.000694409936118156,0.174031535615535,0.0266975239293578,4.3124373239738e-05
"AT1G08320",0.0620032475856764,46,1405,0.00115282910566258,0.188547505780218,0.0173639879804663,4.2972639976292e-05
"AT2G43000",0.0627724126143065,45,1424,0.00197287623453224,0.181842417060801,0.0175040723343159,4.28885886870449e-05
"AT1G22070",0.0497393385180754,38,1126,0.000733568970028609,0.158376787751466,0.0221251971080896,4.26876896742585e-05
"AT2G31230",0.140030766601145,31,3246,0.00768601573673861,0.315725192570535,0.00825847008789127,4.28561360234518e-05
"AT5G25190",0.0374326980599949,20,856,0.000295727738151447,0.124241923145143,0.0313708220948307,4.23726395372854e-05
"AT3G10800",0.034954277412187,32,786,0.000346833292133576,0.115549810416632,0.0230196650860857,4.26676036210181e-05
"AT2G18160",0.0614904708999231,38,1401,0.000872079266312936,0.188164529894611,0.0162284859163803,4.26839844460308e-05
"AT5G06950",0.0399538500982822,9,926,0.000319322544515531,0.108117480130414,0.0125800135121208,4.26366008407704e-05
"AT1G75390",0.0610631569951286,39,1390,0.000783536173899801,0.181285229070973,0.0219873150105708,4.29820245030558e-05
"AT2G22430",0.0290573455260234,10,670,0.000180805969481119,0.0775346913674583,0.0141384388807069,4.28430180254079e-05
"AT3G02940",0.059182975814033,39,1346,0.00180108460632536,0.162569028345164,0.0158927600230962,4.27455352380841e-05
"AT5G62000",0.083411674215879,31,1921,0.00337895228670774,0.200376705286484,0.0095178594192989,4.32637857817343e-05
"AT3G61150",0.0476027689941031,37,1077,0.000611075400080065,0.144437336778854,0.0152217010153226,4.27301916410448e-05
"AT5G56110",0.0300401675070507,50,653,0.000378315120343732,0.105064227177142,0.0311473405339311,4.37195945494471e-05
"AT1G01720",0.0786684898726605,44,1797,0.00208872587130714,0.209704955715881,0.0106507715301941,4.38848898229736e-05
"AT1G49560",0.104862832236561,63,2391,0.00365888422039825,0.261006642483384,0.0128439102992886,4.31615326875836e-05
"AT1G49480",0.161140073497992,23,3748,0.00845537167871825,0.373485942945625,0.00698625219426772,4.23884467037939e-05
"AT5G08330",0.0252115203828733,59,531,0.000515368102417318,0.0963939474840224,0.0384994948189572,4.46426737687523e-05
"AT1G71450",0.205495256815657,23,4786,0.013167010692991,0.463673969794075,0.00695747159135726,4.25432277403255e-05
"AT4G15090",0.01311853687719,21,286,0.000165004803194441,0.0530088033077605,0.0421110898213791,4.2490776942932e-05
"AT5G03150",0.0286727630117084,13,658,0.000254331217383635,0.0772303708646224,0.0149565140022688,4.28915738952901e-05
"AT4G16150",0.0073070677719853,14,157,4.35573978179222e-05,0.0310304073730267,0.0432748538011696,4.23324760757713e-05
"AT2G47070",0.0548671053756089,54,1230,0.00163882989853166,0.157394075071282,0.017157006245121,4.40569762670529e-05
"AT1G55110",0.042133151012734,27,959,0.000641767158425165,0.123326792485255,0.0200005789478037,4.24886667395641e-05
"AT1G72010",0.0195282454491069,39,418,0.000326990661870158,0.0862336843894977,0.0492458499868717,4.27426932164781e-05
"AT4G00250",0.081403298863345,12,1893,0.00156008609581212,0.184464131965515,0.00710925745115494,4.2301801748281e-05
"AT2G45410",0.0759336808819759,16,1761,0.00307108074425793,0.156917118149758,0.00601616463153215,4.23418081692836e-05
"AT1G53170",0.0681992992051961,83,1513,0.00153076503545566,0.219053648019166,0.0310353447222504,4.50267758851781e-05
"AT2G45420",0.0622596359285531,45,1412,0.00231761508057815,0.150334966361133,0.0124382554110712,4.40937636070506e-05
"AT1G19000",0.0938808648833433,86,2111,0.00307107686851283,0.257105623333695,0.0154409563441862,4.42599825595168e-05
"AT5G04410",0.129390650371763,44,2984,0.00388595568387663,0.336353484010524,0.00711060520324199,4.37072946898886e-05
"AT3G10500",0.0802068199299205,35,1842,0.00117894607926031,0.228718972427864,0.0167654615065186,4.25844832512184e-05
"AT5G53950",0.0348688146312281,20,796,0.000148093015775585,0.123358849919169,0.0191736633454425,4.23580508355738e-05
"AT1G32870",0.0590975130330741,18,1365,0.000424834411349476,0.161123592488097,0.0153123655406185,4.25246015001337e-05
"AT3G10480",0.148747970258952,62,3419,0.00451448481574178,0.411967430888388,0.0128001415070971,4.32396819005478e-05
"AT3G17730",0.0664900435860183,25,1531,0.000482605849291882,0.21017452495191,0.0160147759676165,4.25565750929306e-05
"AT3G15170",0.0349115460217075,36,781,0.000172852261736132,0.139110189107257,0.0294327791260307,4.26789123110433e-05
"AT1G28370",0.0948636868643706,80,2140,0.00308598802019846,0.265077866358379,0.0197777403911822,4.50451938924579e-05
"AT1G22810",0.0572173318519785,42,1297,0.00071840771998929,0.179940986528393,0.0237923048978137,4.30236627909715e-05
"AT2G33710",0.0738825741389625,55,1674,0.00148075570800108,0.218744952560649,0.0199905847540267,4.3332308545917e-05
"AT2G02820",0.0665327749764977,27,1530,0.00274064832921516,0.165526022195931,0.0108536188687011,4.25607708319751e-05
"AT4G25470",0.0354243227074609,68,761,0.000444670406510069,0.135156248712631,0.0358193423266017,4.40618310369953e-05
"AT4G16750",0.156482351935732,61,3601,0.00600962485413789,0.400503389980946,0.0110468842431828,4.39703688616461e-05
"AT3G50260",0.185710623023673,78,4268,0.00954178526968255,0.455102239239619,0.00968346938017468,4.4297757167262e-05
"AT1G77200",0.0664900435860183,58,1498,0.000858100841159783,0.185277470713184,0.0195821984879134,4.4775778103225e-05
"AT3G20310",0.0733270660627297,30,1686,0.00118827481198878,0.200761053050845,0.0197375848443545,4.27560893844123e-05
"AT1G12630",0.0897786513973165,36,2065,0.00166016589827824,0.235212932740085,0.0136915653264057,4.31896615077988e-05
"AT1G51220",0.0163661225536279,10,373,0.000311423177423317,0.0402990677060412,0.0131505201427146,4.23322991245994e-05
"AT1G68550",0.0658063413383471,40,1500,0.00104889805132745,0.1943448492828,0.0196805122746722,4.31900293873898e-05
"AT4G25480",0.0617895906332792,48,1398,0.00100309931729706,0.180262369288971,0.0167866334108592,4.32481848443965e-05
"AT2G35700",0.0713614221006752,63,1607,0.0010664712774285,0.214989837953326,0.0241348295046532,4.5227195653259e-05
"AT5G51990",0.0873856935304675,71,1974,0.00201667135657037,0.251116084527996,0.0153011723878834,4.40726269229623e-05
"AT5G52020",0.0781557131869071,44,1785,0.0014278824198152,0.223674935359291,0.0143455225368364,4.29286942372446e-05
"AT1G19210",0.107170327322451,30,2478,0.00371241951731657,0.258075502256399,0.00967609872035657,4.30077806838372e-05
"AT4G25490",0.0812323733014272,44,1857,0.00187109556098962,0.226590831438332,0.014135330502272,4.29544270719096e-05
"AT5G67190",0.0586701991282796,87,1286,0.000764946042449309,0.203121703795196,0.0401985996455893,4.63080841014924e-05
"AT5G02840",0.0917015639688916,14,2132,0.00159533027622442,0.219233063466701,0.00584055248234353,4.23852049504382e-05
"AT3G09600",0.160670028202718,17,3743,0.00492588981967932,0.379229617659775,0.00604035501951605,4.24652699800956e-05
"AT4G01280",0.1311853687719,11,3059,0.00321307588048336,0.30661220104924,0.0055505275700575,4.25973105797425e-05
"AT1G18330",0.350098282198103,38,8155,0.0395439146949306,0.771756249922179,0.0047491470165405,4.29375602298173e-05
"AT3G42860",0.0286727630117084,20,651,0.00016407549710363,0.0892734416121515,0.0231821518339747,4.2520747712075e-05
"AT1G45249",0.0343133065549953,42,761,0.000417262755725644,0.125838142483709,0.0291034990235941,4.28315733575893e-05
"AT5G65210",0.0580719596615674,46,1313,0.00118468445208061,0.188388454245372,0.0207571424191592,4.28706397326097e-05
"AT4G32800",0.0489701734894453,49,1097,0.000633512621881058,0.159750490045837,0.0216404634764417,4.30859771631689e-05
"AT1G01250",0.0141440902486967,43,288,7.01359112685055e-05,0.0665105395607979,0.0589581616771949,4.34442045205226e-05
"AT4G06746",0.0406802837364328,39,913,0.000453984584655699,0.134281925656934,0.0278828545840963,4.3135094791832e-05
"AT5G06839",0.0089735920006837,9,201,3.12722688829294e-05,0.0354144256332784,0.0465709728867624,4.2254591241372e-05
"AT4G31060",0.0542688659088967,16,1254,0.000608007279190093,0.157743654776033,0.0147769514414686,4.23267960361426e-05
"AT3G09735",0.0994786770361508,21,2307,0.00385707401346183,0.208997539599076,0.00680176928913812,4.25586893898613e-05
"AT2G31220",0.0175626014870524,17,394,7.41412843016309e-05,0.0590794601250124,0.0262180286036437,4.24063986870016e-05
"AT1G08010",0.0188445432014358,53,388,0.000604964249471634,0.076616351938643,0.0408159039138538,4.33413527803369e-05
"AT4G36620",0.00269207760020511,40,23,5.95484844135185e-05,0.0432602747497124,0.253833950290851,4.29085131943902e-05
"AT5G45300",0.0400820442697205,44,894,0.000710083759977862,0.117879109688346,0.0231942732682902,4.32050577018781e-05
"AT2G35530",0.0244850867447227,23,550,0.000140935848056569,0.0854977470147553,0.0250099855593449,4.25417321666713e-05
"AT4G36780",0.0712332279292368,34,1633,0.00156986393715406,0.181530168850892,0.0149813387662863,4.33114246863692e-05
"AT5G56840",0.0436287496795146,16,1005,0.000443147103078862,0.113815858320442,0.0106422642194675,4.2404521932392e-05
"AT5G01380",0.013503119391505,37,279,0.000165089514992349,0.0644943088309639,0.0616924476797088,4.26634839739825e-05
"AT1G78700",0.0373899666695154,26,849,0.000481308521563311,0.101481567370558,0.0206392219458777,4.29720966123375e-05
"AT3G04070",0.05324331253739,33,1213,0.000750691876058261,0.164166722492889,0.0173311931680535,4.28075235351824e-05
"AT5G04390",0.00542688659088967,14,113,3.52274672020192e-05,0.0204584141587339,0.0422447194100737,4.27261067963948e-05
"AT2G04038",0.0145714041534912,21,320,7.03279300918361e-05,0.0625718455880786,0.0374331550802139,4.25284186150378e-05
"AT3G60580",0.0199555593539014,20,447,0.000249754739147244,0.0588728621821717,0.0229480475319591,4.26722426870953e-05
"AT1G53230",0.0184172292966413,64,367,0.000337549953145298,0.0769315208061959,0.0456267199050343,4.50223675285293e-05
"AT1G13450",0.00440133321938296,16,87,2.4294487908215e-05,0.02357868931764,0.0748143917761279,4.26126612449152e-05
"AT5G17800",0.0143577472010939,29,307,8.25569590331018e-05,0.0598505237445875,0.0433461435338279,4.27526950519827e-05
