"","aerial","carpel","dark","flower","leaf","light","pollen","RAM","receptacle","root","SAM"
"AT3G46490",6.35857142857143,6.415,6.21,7.99333333333333,5.01958333333333,3.66355555555556,5.94,4.75666666666667,7.18333333333333,7.55571428571429,7.3
"AT3G42800",2.01857142857143,2.86,1.90142857142857,1.55,1.69416666666667,0.998444444444444,2.995,2.60333333333333,2.02222222222222,2.12571428571429,2.6325
"AT1G32583",1.46428571428571,1.36,2.03,1.79,1.09541666666667,0.664888888888889,2.14,2.76,1.05555555555556,0.701428571428571,0.8725
"AT2G25780",0.994285714285714,1.815,1.24714285714286,1.04333333333333,0.665,0.618666666666667,1.165,1.73666666666667,1.08555555555556,0.827142857142857,1.1825
"AT2G33050",6.04857142857143,4.995,6.18857142857143,6.64666666666667,4.24333333333333,3.44355555555556,8.065,4.98666666666667,4.49444444444444,4.91571428571429,4.91
"AT4G34770",4.52714285714286,5.54,6.92142857142857,5.38666666666667,5.49666666666667,4.03155555555556,8.785,8.52333333333333,10.3344444444444,7.78857142857143,7.385
"AT4G17810",10.27,14.395,15.5371428571429,10.9066666666667,9.65291666666667,8.73755555555556,19.345,19.75,16.0222222222222,13.5785714285714,12.4725
"AT1G15180",15.7671428571429,15.18,22.9314285714286,22.4833333333333,14.9245833333333,14.2131111111111,25.47,26.2033333333333,21.1555555555556,17.8428571428571,18.8475
"AT5G02760",17.5128571428571,18.505,39.7957142857143,20.64,21.7979166666667,13.1333333333333,61.6,62.0066666666667,36.3711111111111,31.6185714285714,29.295
"AT4G13260",0.944285714285714,1.16,1.00714285714286,1.1,1.06166666666667,0.799333333333333,1.01,1.06666666666667,1.32555555555556,1.37857142857143,1.6825
"AT2G21080",5.47571428571429,4.59,6.13,5.56666666666667,4.73291666666667,4.22977777777778,8.87,5.51666666666667,6.3,5.76571428571429,6.7475
"AT5G38910",2.85714285714286,0.405,0.971428571428571,1.33,0.777083333333333,0.384444444444444,1.405,0.56,0.675555555555556,0.868571428571429,1.165
"AT4G05095",0.4,0.48,0.275714285714286,0.276666666666667,0.385,0.219333333333333,0.405,0.68,0.76,0.935714285714286,1.2
"AT1G29490",0.727142857142857,0.72,1.02571428571429,1.18333333333333,0.94375,0.671555555555556,0.845,1.05,1.02444444444444,0.967142857142857,1.5025
"AT2G18010",0.515714285714286,0.965,0.521428571428571,0.56,0.581666666666667,0.45,0.555,0.526666666666667,1.23333333333333,1.38714285714286,2.025
"AT4G38340",2.45857142857143,1.145,2.57428571428571,1.02333333333333,1.51708333333333,0.908444444444444,5.62,3.44333333333333,1.34111111111111,1.02285714285714,1.26
"AT5G05290",0.295714285714286,0.255,0.452857142857143,0.466666666666667,0.356666666666667,0.214666666666667,0.29,0.433333333333333,0.678888888888889,0.747142857142857,1.3075
"AT1G14700",13.0071428571429,14.255,16.6985714285714,14.19,15.22375,12.9595555555556,21.04,17.9533333333333,24.3755555555556,24.2742857142857,27.2425
"AT5G07000",6.76285714285714,7.55,8.21714285714286,4.93333333333333,5.7475,4.67755555555556,13.41,10.5133333333333,7.24777777777778,6.99142857142857,8.93
"AT3G55560",12.8314285714286,10.985,19.0657142857143,10.75,14.2016666666667,9.91222222222222,29.585,32.04,13.92,11.0257142857143,14.4725
"AT1G69160",10.4185714285714,12.28,10.8514285714286,10.0233333333333,11.7829166666667,10.0133333333333,12.3,13.0266666666667,16.9444444444444,16.0371428571429,20.1425
"AT4G38420",13.1814285714286,13.63,11.3914285714286,9.97,7.2725,5.46755555555556,18.275,7.03,7.03333333333333,6.27714285714286,7.995
"AT4G25990",7.40714285714286,5.695,10.1057142857143,7.42666666666667,4.90458333333333,3.35977777777778,16.87,9.63,5.01888888888889,3.71428571428571,4.3825
"AT4G30910",16.4171428571429,17.38,16.0171428571429,13.92,15.0545833333333,12.4402222222222,18.875,25.7333333333333,16.6566666666667,14.56,14.72
"AT4G38290",10.1585714285714,11.9,14.8414285714286,8.51,9.70875,8.44377777777778,20.625,26.81,12.2111111111111,8.72428571428572,8.6975
"AT3G01490",18.8928571428571,28.235,16.5014285714286,20.5433333333333,10.3804166666667,9.93955555555556,17.715,12.6633333333333,12.0855555555556,11.6271428571429,13.0575
"AT2G20180",13.2757142857143,12.13,20.22,12.04,13.0591666666667,11.3228888888889,33.3,26.12,16.1422222222222,14.1157142857143,15.9425
"AT5G23820",98.6685714285714,70.63,75.7342857142857,76.3066666666667,75.55375,68.4057777777778,95.575,83.5066666666667,87.4055555555556,98.9314285714286,123.185
"AT3G16660",48.38,48.95,71.5042857142857,44.6966666666667,27.2204166666667,23.9306666666667,95.98,60.6633333333333,42.0577777777778,32.7885714285714,25.8625
"AT4G14040",86.6314285714286,75.62,113.321428571429,89.2833333333333,74.85375,71.4042222222222,160.805,114.406666666667,117.278888888889,112.561428571429,128.1125
"AT2G16586",262.797142857143,163.06,375.932857142857,196.373333333333,219.187083333333,151.232666666667,715.85,345.346666666667,234.105555555556,250.558571428571,402.655
"AT2G36610",0.205714285714286,0.155,0.254285714285714,0.353333333333333,0.154583333333333,0.119333333333333,0.165,0.216666666666667,0.152222222222222,0.14,0.1275
"AT5G08460",0.105714285714286,0.08,0.12,0.166666666666667,0.0441666666666667,0.0306666666666667,0.04,0.0333333333333333,0.04,0.0371428571428571,0.035
"AT1G10370",23.2985714285714,25.96,14.57,12.92,22.3275,86.2873333333333,14.005,23.63,22.6744444444444,22.5957142857143,26.295
"AT1G19570",357.751428571429,310.55,265.77,320.783333333333,514.217083333333,671.285777777778,257.56,490.116666666667,445.954444444444,443.007142857143,447.48
"AT1G19670",26.3542857142857,54.815,12.9728571428571,19.2266666666667,36.1525,121.855555555556,10.09,2.65666666666667,56.04,50.75,44.9925
"AT1G44970",5.58857142857143,0.275,6.15142857142857,4.63,24.4233333333333,84.6673333333333,7.935,21.9,11.9944444444444,13.55,13.5175
"AT1G47128",174.012857142857,164.625,231.242857142857,127.953333333333,377.462916666667,687.065555555556,287.1,620.03,388.986666666667,370.844285714286,311.8425
"AT1G52400",88.5214285714286,120.24,55.21,107.75,487.78625,657.545111111111,26.44,3.18666666666667,209.645555555556,234.36,263.8825
"AT1G52890",3.72857142857143,12.31,1.00285714285714,0.1,15.0208333333333,113.163777777778,1.72,2.14,3.15222222222222,2.78428571428571,3.595
"AT1G54575",19.79,17.705,16.1114285714286,16.0066666666667,26.12875,89.146,17.7,24.7033333333333,19.4011111111111,20.9357142857143,26.8425
"AT1G65480",0.96,0.13,0.941428571428571,0.653333333333333,1.77333333333333,154.009777777778,2.25,0,2.44666666666667,1.89571428571429,1.6625
"AT1G67860",71.6585714285714,83.22,51.5142857142857,92.8666666666667,52.7545833333333,183.670666666667,32.945,6.96333333333333,88.1322222222222,80.5028571428571,57.55
