"","aerial","carpel","dark","flower","leaf","light","pollen","RAM","receptacle","root","SAM"
"AT3G17205",11.6957142857143,9.25,14.5885714285714,9.14333333333333,21.3991666666667,21.6533333333333,22.2,26.2333333333333,19.0144444444444,17.4742857142857,17.7975
"AT3G60860",10.8557142857143,8.895,11.63,7.67666666666667,18.31125,18.0128888888889,17.69,22.91,16.3544444444444,16.3342857142857,17.6725
"AT3G57640",2.62285714285714,6.55,0.7,0.583333333333333,1.69083333333333,2.02111111111111,1.02,0.64,2.35555555555556,1.78714285714286,0.825
"AT2G39855",0.0742857142857143,0.1,5.06428571428571,0,2.08583333333333,6.14822222222222,8.555,11.71,3.35777777777778,1.69714285714286,2.97
"AT4G23190",13.1285714285714,16.855,5.42857142857143,5.05333333333333,10.2270833333333,11.9993333333333,7.16,7.39333333333333,11.5577777777778,8.09857142857143,5.9725
"AT1G78922",0.194285714285714,0.055,0.0728571428571429,0,0.325,0.344888888888889,0.2,0.266666666666667,0.143333333333333,0.168571428571429,0.165
"AT1G28490",31.0442857142857,27.625,27.2657142857143,21.7066666666667,37.3766666666667,35.586,38.375,41.9,32.89,32.5428571428571,32.4
"AT4G01360",5.36,9.485,1.75142857142857,0.146666666666667,4.33125,4.31488888888889,3.27,3.93666666666667,1.52444444444444,1.07857142857143,1.56
"AT5G42940",16.3442857142857,10.855,19.8114285714286,9.44666666666667,22.0170833333333,22.8266666666667,35.31,32.5533333333333,18.8277777777778,16.8528571428571,19.3775
"AT4G39390",9.93857142857143,7.66,10.9228571428571,7.1,21.8466666666667,18.162,14.42,24.7433333333333,15.0566666666667,14.5028571428571,14.1275
"AT2G03330",4.07714285714286,4.55,7.80571428571429,3.72,7.32416666666667,7.77688888888889,11.41,15.24,9.80666666666667,9.08,10.0125
"AT5G06120",8.62285714285714,8.27,9.83857142857143,5.93666666666667,13.7879166666667,14.1971111111111,14.125,18.8466666666667,12.6944444444444,11.7528571428571,12.8675
"AT1G73510",1.34857142857143,2.86,0.0114285714285714,0,0.113333333333333,0.13,0.04,0.0266666666666667,0.0977777777777778,0.125714285714286,0.175
"AT4G29820",7.72,8.06,7.91,4.74666666666667,9.06541666666667,10.0782222222222,11.29,15.9133333333333,11.0366666666667,10.4757142857143,9.9225
"AT3G14172",11.0571428571429,7.56,11.0371428571429,6.53,16.0220833333333,15.0675555555556,17.47,20.96,11.9488888888889,11.6614285714286,12.665
"AT4G28400",39.0614285714286,34.69,18.34,16.26,48.5325,44.6397777777778,24.64,29.49,44.8344444444444,38.3971428571429,26.3475
"AT4G18380",8.58142857142857,6.105,11.2371428571429,5.52,18.0229166666667,16.1244444444444,18.115,22.4866666666667,15.3744444444444,15.4171428571429,17.2025
"AT1G65520",16.68,13.78,12.4642857142857,9.09333333333333,19.055,16.8908888888889,16.44,29.4266666666667,22.7633333333333,24.9785714285714,25.945
"AT5G09460",27.8285714285714,26.195,24.29,23.58,35.07875,39.2682222222222,28.13,30.2466666666667,33.8122222222222,33.3957142857143,34.9025
"AT1G22900",4.16285714285714,2.825,4.3,1.77333333333333,2.80666666666667,4.54066666666667,9.02,3.17666666666667,3.39777777777778,3.17428571428571,2.6375
"AT5G13180",66.4485714285714,52.755,55.2485714285714,44.9133333333333,66.4958333333333,62.8646666666667,77.045,79.8566666666667,66.6166666666667,68.6428571428571,70.8625
"AT4G05010",6.98142857142857,5.17,4.73571428571429,2.73666666666667,16.4741666666667,13.5475555555556,6.83,9.07333333333333,7.24888888888889,6.65571428571429,7.56
"AT4G36290",8.74285714285714,6.495,8.32714285714286,5.86333333333333,9.59833333333333,9.25933333333333,14.565,9.73666666666667,8.19222222222222,8.16142857142857,8.7525
"AT4G14600",9.83285714285714,8.98,10.5828571428571,7.64,15.9266666666667,15.8433333333333,12.93,20.1066666666667,13.7744444444444,13.0157142857143,13.435
"AT2G47980",15.9914285714286,13.22,15.6485714285714,11.8033333333333,24.9408333333333,25.0675555555556,21.03,28.95,20.5866666666667,20.1671428571429,21.2825
"AT5G41030",0.0628571428571429,0.08,0.222857142857143,0,0.232916666666667,0.19,0.44,0.5,0.152222222222222,0.0985714285714286,0.1125
"AT1G70190",19.5457142857143,17.665,14.9228571428571,13.5033333333333,28.47375,25.4308888888889,20.53,21.91,18.9611111111111,19.9957142857143,19.355
"AT5G13530",9.73,8.755,10.6857142857143,7.18,14.3291666666667,14.4735555555556,14.98,19.1266666666667,11.1988888888889,10.3157142857143,10.5025
"AT2G31955",12.8328571428571,12.405,13.5371428571429,9.53333333333333,20.2183333333333,22.2142222222222,17.445,26.5166666666667,22.1688888888889,20.7171428571429,20.0125
"AT4G14746",14.4585714285714,9.245,16.1557142857143,7.71666666666667,18.5916666666667,29.8286666666667,27.5,32.9,21.13,18.1585714285714,13.93
"AT5G13200",17.65,23.575,6.81428571428571,4.59666666666667,15.5879166666667,26.874,8.9,13.3633333333333,22.1944444444444,13.16,9.7525
"AT2G06210",12.3485714285714,8.8,12.9542857142857,8.38333333333333,17.33625,16.2724444444444,21.78,17.18,14.4611111111111,14.2142857142857,16.05
"AT4G33300",29.94,34.84,17.0971428571429,13.3233333333333,30.32375,31.9411111111111,23.975,27.73,38.7566666666667,34.7342857142857,24.4425
"AT1G16110",5.5,11.88,3.53142857142857,1.23,4.32458333333333,6.02888888888889,5.625,7.22333333333333,7.41444444444444,5.19428571428571,3.5025
"AT1G19450",28.4242857142857,19.94,10.7742857142857,10.2766666666667,42.2670833333333,34.864,11.295,22.1533333333333,38.48,35.8714285714286,37.995
"AT3G59740",0.281428571428571,0.12,0.337142857142857,0.0333333333333333,0.2225,0.130666666666667,0.44,0.78,0.221111111111111,0.0871428571428571,0.0925
"AT2G41900",26.3942857142857,23.725,24.3228571428571,21.8966666666667,38.5691666666667,42.3911111111111,28.815,38.1266666666667,33.8233333333333,35.3942857142857,35.5075
"AT1G70320",14.6628571428571,15.37,15.7871428571429,10.0266666666667,31.4558333333333,34.7006666666667,23.29,29.7566666666667,24.03,23.2771428571429,25.8
"AT4G33100",14.2828571428571,10.75,12.1928571428571,9.62,20.1520833333333,19.2095555555556,14.595,23.73,15.37,15.1057142857143,16.07
"AT1G74650",2.18857142857143,1.735,9.27285714285714,1.66,4.20625,4.70355555555556,15.77,18.6166666666667,5.23777777777778,2.67428571428571,3.84
"AT1G69980",11.2285714285714,9.74,10.7842857142857,6.53,18.4579166666667,18.0475555555556,15.21,22.54,16.4711111111111,15.5728571428571,15.4725
"AT3G18930",8.47857142857143,6.135,11.3428571428571,5.36333333333333,9.76291666666667,11.396,19.275,16.3,10.5188888888889,8.57857142857143,8.875
