"","x"
"AT1G05900",1.58926181540068e-06
"AT1G05910",9.47660408744368e-06
"AT1G05920",3.84957506088157e-09
"AT1G05925",0
"AT1G05930",3.13188061395659e-05
"AT1G05940",1.5670710338132e-07
"AT1G05950",0.00071860597724897
"AT1G05960",6.27215325377606e-07
"AT1G05970",0.00127472132038524
"AT1G05980",0
"AT1G05990",0.000640464345833751
"AT1G06000",1.87056384656169e-11
"AT1G06002",0
"AT1G06010",0.115837511296453
"AT1G06020",1.56535781142909e-07
"AT1G06030",0.000140324959660651
"AT1G06040",1.2921988051816e-13
"AT1G06050",0.00207639926084728
"AT1G06060",0.000764762560982483
"AT1G06070",0.000386953170585585
"AT1G06080",4.28903164479613e-08
"AT1G06090",0.0219474692503921
"AT1G06100",1.37085196420823e-08
"AT1G06110",1.18874103059778e-06
"AT1G06120",0.483911581137729
"AT1G06130",5.20372260498258e-05
"AT1G06135",0.000519097602192391
"AT1G06137",0.0582676171081758
"AT1G06140",0.0112443751259534
"AT1G06150",6.82304808081291e-07
"AT1G06149",0
"AT1G06148",2.89650219492244e-12
"AT1G06160",7.21664625460902e-07
"AT1G06170",5.12511118679316e-11
"AT1G06180",0
"AT1G06190",1.35934655265813e-06
"AT1G06200",5.91706551423024e-07
"AT1G06210",0.00255530934234041
"AT1G06220",0.018638967593045
"AT1G06225",0.00309278969067732
"AT1G06230",0.00779774223216637
"AT1G06240",4.34259054923036e-05
"AT1G06250",8.84657409308513e-05
"AT1G06265",0
"AT1G06260",0.00088912905441417
"AT1G06270",0.023984113929686
"AT1G06280",65.2487894595836
"AT1G06290",0.000271271167503012
"AT1G06310",6.53255851804194e-05
"AT1G06320",0.0882890170193981
"AT1G06330",0.00348510471386199
"AT1G06340",6.09178551080841e-08
"AT1G06350",0.0251986853029248
"AT1G06360",1.42796845762473e-06
"AT1G06370",0
"AT1G06380",0.000403126529046356
"AT1G06390",0.000194040233957024
"AT1G06400",2.17376531692606e-07
"AT1G06410",8.53331591985533e-10
"AT1G06420",0.0589273778184372
"AT1G06430",2.54723054660129e-07
"AT1G06440",0.0208128000305547
"AT1G06450",0.00023691866975336
"AT1G06460",2.34055700201519e-09
"AT1G06470",8.13027886288242e-05
"AT1G06475",0.000123034792817114
"AT1G06490",5.74101508907958e-10
"AT1G06500",0.10429797765015
"AT1G06515",0.000983291672768239
"AT1G06510",1.1118562486664e-05
"AT1G06520",0.00335972609695189
"AT1G06530",3.2274376852651e-10
"AT1G06540",0.0465506750235498
"AT1G06550",0.0131432161950739
"AT1G06560",9.93893944960889e-05
"AT1G06570",0.0363098042564279
"AT1G06580",0.0368931182047136
"AT1G06590",0.00022026979158077
"AT1G06620",0.00255523842120128
"AT1G06630",0.00418798651493668
"AT1G06640",2.10377216053441e-06
"AT1G06645",1.07225846844444e-07
"AT1G06650",3.84104388242574e-06
"AT1G06660",0.00351466898894294
"AT1G06670",2.9649149272217e-06
"AT1G06680",2.78109717474932e-06
"AT1G06690",5.54779450485853e-08
"AT1G06700",0.00542197095992558
"AT1G06710",0.00871026550366
"AT1G06720",8.0481027683783e-07
"AT1G06730",2.2643788059316e-08
"AT1G06740",0.0446596954621553
"AT1G06750",0.00323895968851112
"AT1G06760",0.000171549970661728
"AT1G06770",0.00372445299865079
"AT1G06780",0.0216040795818399
"AT1G06790",0.000325863723267312
"AT1G06800",2.0837428984149e-10
"AT1G06810",2.58907590813515e-09
"AT1G06820",7.20834781248642e-14
"AT1G06830",0.126412161074911
"AT1G06840",1.76841022256302e-05
"AT1G06850",0
"AT1G06870",0.000268683065490066
"AT1G06890",0.000165538626725694
"AT1G06900",7.1174464520031e-07
"AT1G06910",1.3305970751133e-05
"AT1G06920",0.305570758434903
"AT1G06923",0.00457527075575941
"AT1G06925",0.0307779937761841
"AT1G06930",0.0120251514021238
"AT1G06950",2.71400322187605e-12
"AT1G06960",0.00554250058245097
"AT1G06970",8.80929820873332e-06
"AT1G06980",4.14019386303777e-06
"AT1G06990",1.94928532535324e-09
"AT1G07000",7.08780687916672e-15
"AT1G07010",0.00114954473114959
"AT1G07020",0.0379625690907349
"AT1G07025",0.000117045917824062
"AT1G07030",0.000128737490427175
"AT1G07040",4.77904233371341e-05
"AT1G07050",4.82907375213722e-08
"AT1G07051",0
"AT1G07060",3.75532220096703e-05
